gene,avg_methylation
ACTA1,0.3287697968104516
ACTBL2,0.784147212543554
ACTC1,0.4354694965603505
ACTG1,0.17396100450342708
ACTG2,0.7351399474932245
ACTL6A,0.09074085591689245
ACTL6B,0.5060348724028906
ACTL7A,0.8872344647696472
ACTN1,0.54093000849855
ACTN2,0.6881737208785953
ACTN3,0.2929664682539682
ACTN4,0.48676161525585815
ACTR10,0.14563692227149516
ACTR1A,0.12063610433604353
ACTR1B,0.43733587867417173
ACTR2,0.16326945747342073
ACTR3,0.08216493902439005
ACTR3B,0.5665432409784625
ACTR3C,0.44176201998645
ACTR5,0.13484942073170714
ACTR6,0.20010651137057398
ACTR8,0.2563999407181572
ACVR1,0.3037701106594399
ACVR1B,0.3750359677923701
ACVR1C,0.27628085009502695
ACVR2A,0.3067975597578687
ACVR2B,0.26782515421344694
ACVRL1,0.5929761936075242
ACY1,0.3140472991138639
ACYP2,0.4890434346725019
ADA,0.23486315814943903
ADAM10,0.3925578019744481
ADAM11,0.27306017041901165
ADAM12,0.523284793632582
ADAM15,0.32133467140921407
ADAM17,0.30436586753129447
ADAM19,0.41249526731665787
ADAM2,0.8260323599819336
ADAM21,0.6494661246612459
ADAM22,0.12890527100271007
ADAM28,0.3062351626016255
ADAM30,0.7674236901535681
ADAM8,0.687655981729172
ADAM9,0.1818244696529758
ADAMTS1,0.28056924900979746
ADAMTS12,0.4725470558096207
ADAMTS13,0.43723582707942477
ADAMTS18,0.48639102945371565
ADAMTS2,0.5730125776643119
ADAMTS4,0.5859134177137231
ADAMTS5,0.42891055969587505
ADAMTS7,0.5603241939264959
ADAMTSL1,0.6393694008299458
ADAMTSL2,0.5898858883752239
ADAMTSL3,0.4134250316169828
ADAMTSL5,0.42147469938936394
ADAP1,0.7057977123147854
ADAP2,0.29147921138211375
ADAR,0.2376296284178833
ADCY1,0.47763277070814203
ADCY10,0.6010385460293994
ADCY2,0.5133011449864502
ADCY3,0.5890760057094453
ADCY5,0.5761187167365313
ADCY6,0.4176402762435685
ADCY7,0.5119980271910961
ADCY8,0.3603779854483325
ADCY9,0.687259077922541
ADCYAP1,0.2889415135601483
