gene,log2FC,tumor_var,normal_var,zscore_var,zscore_mean
A1BG,0.03637097861736603,0.021658011924059962,0.004530634924378546,4.780348071640477,0.5403503689821099
A1CF,-0.9853925965054947,0.47960521301124487,0.468774547920478,1.0231042089183648,-1.4392203235819683
A2M,-0.3054664179176294,0.057202666976385715,0.007869628698812836,7.2687885497081925,-3.443391087572565
A4GALT,0.08279014347168623,0.04595316134279663,0.01864885234750559,2.464128112899301,0.6062511563701691
A4GNT,0.23460796782922422,0.4105875404145839,0.16413143623422713,2.5015776979410975,0.579091076555249
AAAS,0.1228986907462497,0.01829954981895831,0.008277488100510856,2.2107612353835853,1.350821529303773
AACS,-0.04488112824525925,0.05137269981402784,0.01894223150539156,2.7120722180702725,-0.32609804551989136
AADAT,-0.236115576627703,0.14183046040283515,0.019576192459780515,7.245048325624472,-1.6875650621593636
AAK1,-0.060791299383654795,0.04532626025246387,0.011784446914139306,3.8462781140861315,-0.5599984489582585
AAMP,-0.05910712261213469,0.012559592794320597,0.002153126889512523,5.833187470509064,-1.2738110315155189
AANAT,0.2938025011340295,0.0865504503044236,0.024650953023052667,3.5110387100849496,1.8712793780013757
AAR2,-0.046390466848220235,0.018675158245973798,0.0032129342264134914,5.812493169777814,-0.8184229995716292
AARS2,0.07939103779681789,0.02782778242503398,0.012447723101982687,2.235572095960387,0.7115845656209604
AARSD1,0.30213563512869035,0.163102423868899,0.11570457260098396,1.409645446177569,0.8882325609640951
AASDHPPT,-0.042059180055948,0.04190202616072222,0.00789710556648762,5.305997977099206,-0.4732894568208144
AASS,-0.20970850663354446,0.11527014560153741,0.029224233098054525,3.944334320588588,-1.2267172885073534
AATF,0.09663442339680328,0.0192422954709281,0.005807276447556468,3.3134801907053504,1.2680769528317366
ABAT,-0.48451386457263235,0.19189178791308392,0.11509420132631724,1.6672585212962094,-1.4281686228444603
ABCA1,0.21132597201817926,0.08377974971691587,0.044128979504149374,1.8985199897731184,1.0059836749127544
ABCA2,-0.14633339191328743,0.06262283470490086,0.01711652599462589,3.6586182689502955,-1.118499070149521
ABCA7,0.2213547937387863,0.06220723369721487,0.03901408852028587,1.5944812773177932,1.1206711689075959
ABCB1,-0.11973144393334767,0.2713222665319995,0.014376489653607074,18.872636719348552,-0.9985775360442496
ABCB10,-0.09677044706303528,0.06193549406652637,0.007781047513564851,7.9597886992147275,-1.0970431595308385
ABCB4,0.43504481745807755,0.3069300865922398,0.11273434351710027,2.7225961230322255,1.2957042382236563
ABCB6,0.3192945205655441,0.06978392974791173,0.005017274352098059,13.9087330790931,4.50772632259395
ABCB7,-0.10298733143693184,0.0338561711255869,0.00565716413294349,5.984654206589391,-1.369255252040092
ABCC1,0.1117029689034621,0.04484233883027348,0.023813386367780926,1.8830727447879627,0.7238592641666148
ABCC11,-0.12770845655221674,0.02354257446405649,0.06013707773578157,0.391481850306947,-0.5207730434579633
ABCC3,0.47426295012588016,0.1689929158605138,0.06925494381926182,2.440156709989446,1.8021619162495952
ABCC8,-0.08819175312331604,0.08477222901911494,0.02682257542358735,3.160480590710451,-0.5384901185047699
ABCC9,-0.5457381572986832,0.3026335115448537,0.09309207906395785,3.250905067196243,-1.7886606605259128
ABCD1,0.16160464145896514,0.026435477126733307,0.013204761208422872,2.0019655569288903,1.4063342510036814
ABCD2,-0.3672866387779362,0.06840278726573516,0.10932061434992814,0.6257080393527819,-1.1108466201066165
ABCD3,-0.19376864923826886,0.04308146882277187,0.006485201069746806,6.643042884783497,-2.406144964346059
ABCD4,0.019080146713960744,0.0289305379393338,0.011048719279439675,2.618451714414542,0.18152052549285785
ABCE1,-0.03605205075925655,0.03523861778449819,0.007502355591009078,4.697007140894336,-0.41622786517101135
ABCF1,-0.08147165187004024,0.02252318143114482,0.00294532574841367,7.647093515301539,-1.5012044905883575
ABCG1,0.12870473966501494,0.09064217039763467,0.041187194733097274,2.2007366849094057,0.6341813029478105
ABCG2,-0.6146792756409076,0.1401834152751991,0.0364780649037938,3.842950980127777,-3.2183455721980287
ABCG4,-0.12948285504737195,0.0812142645468309,0.12405871579213354,0.6546437630622374,-0.36761957299164216
ABCG8,-0.04258082067266189,0.23293456642197927,0.13043424182558974,1.7858390799974744,-0.1179011981103858
ABHD12,0.05197741658282373,0.01248640952582635,0.012815219715151838,0.9743422121013872,0.4591469056989915
ABHD5,0.007402638707183495,0.050223501335760874,0.01511767052498828,3.322171974362419,0.06020660185429292
ABHD6,-0.00226494208723782,0.060194076513051246,0.040802441398465346,1.4752567358705941,-0.01121279874149229
ABI1,-0.03632595456152021,0.02990474730711202,0.006510627168936835,4.593220673085378,-0.45020013643080165
ABI2,-0.16562914193222777,0.08958216865710575,0.008919698280984446,10.043183730562111,-1.7537257140379585
ABI3,-0.16801773107128692,0.11797285093920841,0.03755311795028328,3.1414928341074937,-0.8670259877955361
ABL1,-0.03157001979694618,0.03326300709122467,0.006034295540474283,5.512326479224821,-0.4064073613972466
ABL2,0.030337841620875272,0.07595119235815381,0.02145509970397052,3.540006497574006,0.20711874753679702
ABLIM2,-0.10677746297410806,0.18241914585329203,0.07953834530263068,2.2934742376047215,-0.3786093386698911
ABLIM3,0.0105850383851811,0.21185448534604776,0.17737986730403973,1.1943547402869374,0.025132765230186538
ABR,0.25151061427265997,0.049173198948982595,0.016889124907163926,2.911530302444775,1.9353198189515861
ABRA,0.15145920867479362,0.12263989965627864,0.10245127577781502,1.1970558563101417,0.4731915689587436
ABRAXAS1,-0.3142213504350275,0.11018499329444656,0.02531915353719075,4.3518434821526855,-1.9747453487501396
ABRAXAS2,-0.02814813746197453,0.0330976667481681,0.00613692588363108,5.393199685928901,-0.3593140704007905
ABT1,0.0535022672073282,0.021084339446381262,0.010519474753519715,2.0043148484506474,0.5216451311726932
ABTB1,-0.05080505115441314,0.05712973579544567,0.014048277163732765,4.066672028861493,-0.42864262854781354
ACAA1,-0.23038060006709937,0.03299333253947562,0.021477040011279733,1.536214139478602,-1.57202226227034
ACAA2,-0.12627722027672927,0.0370930309317749,0.007168460230425655,5.174476768991201,-1.4914615894056658
ACACA,0.041731385591342374,0.05786987070315091,0.028138826918698116,2.0565843370214067,0.2487767618352754
ACACB,-0.361635555610758,0.08910449788872678,0.03800344337634306,2.344642747404142,-1.8550672102961048
ACAD10,0.015127608001177961,0.03588076739701327,0.010672396653126024,3.3620159148136217,0.14643310899698297
ACAD8,-0.2130907901747614,0.038049795240697175,0.004128075833235904,9.217319830791684,-3.316582817812402
ACAD9,0.036582448710658966,0.014848004651734,0.0031591746037939604,4.699963285948971,0.6508575658297283
ACADL,-0.14886184748659348,0.1888581493104362,0.015066487784916096,12.534981742693388,-1.212767060374041
ACADM,-0.3259474317942792,0.05679462163955158,0.009154898212739527,6.203741463833955,-3.406597344008768
ACADS,-0.0488718339142693,0.02668514633073717,0.0027122611698645925,9.838708243597868,-0.9384105529345138
ACADSB,-0.4804825046765,0.060866610341056754,0.021731140290816985,2.8008935346470256,-3.259389941765861
ACADVL,0.04532269591042226,0.011769666116055767,0.0036480523347068848,3.2262876286289477,0.7503868329779118
ACAN,-0.5198204001023932,0.3307781040762061,0.17085621758676933,1.9360027322869902,-1.2575866699192622
ACAT1,-0.2310380628295623,0.06400848376466402,0.007504808163072019,8.528996661050254,-2.666943019193039
ACAT2,-0.24847692992767278,0.05466735932403934,0.008324888148965127,6.566737996454052,-2.7233086712398813
ACBD3,-0.033206622963311005,0.040862577864455935,0.0069143825979874245,5.909794155207709,-0.39934477600288837
ACBD6,0.08362431818343286,0.02105212279744633,0.012003410901668584,1.7538450503697989,0.7632736209888068
ACE,-0.10705079796706052,0.1762656846879701,0.26358458988644345,0.6687253028104123,-0.20851144635169086
ACE2,0.2934462009397154,0.5102961595066311,0.4805349038498647,1.0619335982013596,0.42331730463021094
ACER1,-0.09889864590134168,0.027530867574492184,0.036900899628568934,0.7460757827480625,-0.5148395099688569
ACER2,-0.4123228725035031,0.321560944713984,0.05652031138656698,5.6892988878757045,-1.7343436472270504
ACER3,-0.017267366400989914,0.05502406539507198,0.016972971059000783,3.241864091077482,-0.13254006192695306
ACHE,0.6146031129550258,0.3952859391291745,0.1139772597578709,3.468112323185392,1.820478900936408
ACIN1,0.0420879305497972,0.024164360500305994,0.010362474493071325,2.331910251404047,0.41345270237357856
ACKR1,-0.3173563298283908,0.44512222704534193,0.3172883008649111,1.4028951771368885,-0.5634042717070793
ACKR2,-0.45247733249257993,0.13068682211859212,0.10811648497473024,1.2087594426431556,-1.37610276861957
ACKR3,-0.2224258331818323,0.10769257269307735,0.034843791403762356,3.090724871043998,-1.1915781295674766
ACLY,0.04396378772024212,0.032004820809274026,0.013813056885645415,2.316997683730205,0.3740676936897132
ACMSD,-0.0582818641555769,0.22970288364613847,0.12385665394293763,1.8545865428591786,-0.16560512115917003
ACO1,-0.25764291325231525,0.039829297605102995,0.03201353801186814,1.2441392010572958,-1.439963104629805
ACO2,-0.20827238386875324,0.06655474720058945,0.010440484546766588,6.374679920502475,-2.0383152817731247
ACOT1,-0.3456876145217129,0.14397249222902644,0.06972624897863315,2.064824859188185,-1.3091387214048336
ACOT11,-0.5336813571033436,0.20585820688988868,0.02024371581198022,10.168993123686409,-3.7509123520233225
