gene,log2FC,tumor_var,normal_var,zscore_var,zscore_mean
A1BG,0.002231374077508161,0.009042698151016885,0.0022919490231772407,3.945418532250483,0.04660901301429347
A1CF,-0.44131500970033133,0.24192621280480353,0.038376830631376646,6.303965408936249,-2.2527559523985943
A2M,-0.24915163066477142,0.046580546804844365,0.008108382008534297,5.744740042565457,-2.766920195544166
A4GALT,-0.16696567311524624,0.1568976213914076,0.055743490584310475,2.8146357493365803,-0.7071802325484222
A4GNT,0.05213563029085374,0.03382090242302076,0.0034458891856561165,9.814854918667649,0.888145203561212
AAAS,0.17537177415062288,0.018642608616130017,0.007322754021064166,2.5458466258055235,2.0493799007493623
AACS,0.11294912707828164,0.02466180265384708,0.01360162571465041,1.813151102024787,0.968472891500369
AADAT,0.3918142355381402,0.12044598079967381,0.04838615131441759,2.489265575536368,1.7812286474903174
AAK1,-0.1393915539504902,0.10516612008899599,0.02995857791704201,3.5103842505545617,-0.8053336806497686
AAMP,0.03516408793628667,0.019297685198845144,0.001125154831513319,17.151137477577187,1.0483184100569276
AANAT,0.25064831155887873,0.11740098299643686,0.020492963150936436,5.728843707556863,1.7509042780701216
AAR2,0.1355599924171238,0.025894459273930394,0.005550374107836657,4.665353860989223,1.8195768702008712
AARS2,0.12890033126760603,0.03280383055755439,0.010774163997549676,3.0446752587963974,1.2418302724572534
AARSD1,0.49095451302728105,0.1173538076080744,0.04626269400660049,2.5366833931316473,2.2825788922759194
AASDHPPT,0.23140630679271057,0.04262746955795893,0.008971312323748211,4.751531104888479,2.443133523772157
AASS,-0.04103943239170316,0.209461954101713,0.07987033342847538,2.6225250992508795,-0.14521403621503734
AATF,0.19127801589159432,0.017394075945675463,0.0031843239900294553,5.462407719860997,3.389662305641014
ABAT,-0.23726985489100505,0.20826719086360546,0.0339512621668972,6.13429892060589,-1.2876997238684063
ABCA1,-0.29469015792870557,0.1468726340352522,0.02774736501508818,5.2932101464548875,-1.7691096760297047
ABCA2,0.12412294937899748,0.07023777355353787,0.028874053926292515,2.432556707583753,0.7304629704274173
ABCA7,0.16153270578525025,0.08314308528596671,0.04581788258935657,1.814642680700413,0.7546454543158021
ABCB1,-0.5631647208254922,0.3314893180966257,0.06422726660367582,5.161192988985986,-2.222162022152006
ABCB10,0.019125631423434264,0.03355047047593766,0.00415319761830585,8.07822635938604,0.29677306631833
ABCB4,-0.11795668861784092,0.12455732266503629,0.022003612423491328,5.66076698079164,-0.795198548882059
ABCB6,0.5737227938852563,0.15785586913118446,0.0050834130605321515,31.053126561125758,8.046822182414864
ABCB7,0.10287544691094075,0.0230179511298432,0.005080294872276351,4.530829746803544,1.4433354370638776
ABCC1,0.31557605090785756,0.028409351352095883,0.021782458180797905,1.304230730815308,2.1382111636729264
ABCC11,0.0557934280172456,0.03599345234014542,0.018140167083285152,1.9841852710006629,0.41424989248624283
