gene,log2FC,tumor_var,normal_var,zscore_var,zscore_mean
A1BG,0.03636744400236119,0.016487090100084586,0.0033997845501819585,4.849451445151777,0.623716281178403
A1CF,0.08974250298767467,0.10191585459247143,0.00028732966457277275,354.7000785456971,5.294292666236977
A2M,-0.43858118113228484,0.07142935977563385,0.01879883392558172,3.7996697060253117,-3.198781216966553
A4GALT,-0.25371316881793327,0.11447579915570874,0.006583712100118158,17.387728596706758,-3.1268539310138825
A4GNT,0.020970472701141052,0.04806608071085625,0.020389055000154626,2.3574452425819614,0.1468620788579847
AAAS,0.12240145934627966,0.013987914012446288,0.006028852557838162,2.3201619011664967,1.5764103019385216
AACS,0.18478203974612684,0.07107372907073817,0.022186490794389016,3.203468711181346,1.2405533586300348
AADAT,0.11831926775207458,0.18791243796383827,0.10013398715912968,1.876609963260666,0.373907966700095
AAK1,0.03442981259235833,0.056687589795003594,0.014189206478041219,3.995120508164536,0.2890384399507359
AAMP,-0.006947354358040947,0.01114755986877228,0.002150097371484883,5.184676757719886,-0.14982710464472482
AANAT,0.17197030871669383,0.12302191312404859,0.10646319098600716,1.1555347156579017,0.5270523224670024
AAR2,0.002660208482498927,0.014513981023914086,0.010323452490235424,1.4059231674328254,0.026182022528765916
AARS2,0.1687712919163289,0.023201849788025645,0.011472027925959262,2.0224715227134142,1.5757179308946214
AARSD1,0.29793861996763915,0.09918572188717048,0.05829911513289713,1.7013246540889908,1.2339450503937694
AASDHPPT,0.09569881267081382,0.03816414299395922,0.018563524541134125,2.055867295533931,0.7023867838931225
AASS,-0.42226212079559344,0.22830206984191093,0.03363987925627536,6.786649503188167,-2.302262875416213
AATF,0.07331613585731178,0.014553447587624647,0.004172302344064685,3.48810953461407,1.135041344896011
ABAT,-0.09923704848216874,0.3339778395512287,0.20526269251493737,1.6270752149805534,-0.2190376786841718
ABCA1,-0.17641044318100496,0.11105336982289087,0.09931826875101527,1.118156520642689,-0.559770130542237
ABCA2,-0.07298434558176137,0.1240935600972327,0.046219971457337715,2.6848471815213975,-0.33948053800924377
ABCA7,0.32303594787709033,0.09281974739635322,0.21259211546773019,0.43660954778185324,0.7006115249642068
ABCB1,-0.7074977692424355,0.18586115889234814,0.14465118469507818,1.284892061438278,-1.8602190065912163
ABCB10,0.013426840679177765,0.04962410233740896,0.04088407641102543,1.213775794725463,0.06640438211999733
ABCB4,-0.4837070990468961,0.10302396000630308,0.08661751584399581,1.1894125455162716,-1.6435374300871755
ABCB6,0.10110220176527157,0.07281634237634957,0.03260412176516396,2.2333477620044517,0.5599179112477501
ABCB7,-0.0780424539503568,0.03821039080914735,0.009906974104219262,3.8569184099183214,-0.7840800482342564
ABCC1,-0.05770322107869941,0.05478469983023374,0.010452542198662146,5.24127994788156,-0.5644027121425687
ABCC11,0.06767917221646388,0.044993844470246236,0.023635024351811706,1.9036935947475462,0.44022734056661517
ABCC3,0.3205442850394731,0.30462130943216653,0.7574063196755142,0.40219008149109653,0.3683185362819084
ABCC8,-0.30824153366283324,0.03212761746692676,0.07859663705855174,0.40876580308382227,-1.0994846608141617
ABCC9,-0.8153685304049315,0.2677618909647907,0.31919122831781976,0.8388760943586426,-1.4432064847011272
ABCD1,-0.013938591389865085,0.05208881200152022,0.06271545337113857,0.8305578482111616,-0.05565851357985313
