gene,log2FC,tumor_var,normal_var,zscore_var,zscore_mean
A1BG,0.046476462337090796,0.042894170182454394,0.01759595996627483,2.4377283344965086,0.3503697317951882
A1CF,0.08073271365162038,0.765563571110022,0.36496082460766793,2.0976595828689324,0.1336369102485336
A2M,-0.04402975313593638,0.06512289514972265,0.0647199533411846,1.0062259286006263,-0.1730721356405099
A4GALT,0.15706669128643824,0.1641293088618271,0.18603202480596598,0.8822637340695303,0.3641583215086127
A4GNT,-0.6192938007361373,0.5979292060891173,0.8426108926987314,0.7096148545790298,-0.6746572598941851
AAAS,0.2166120068200028,0.02049732278257805,0.008168145435162172,2.5094218688052887,2.3967392880401746
AACS,0.19753241067674665,0.05020983902264676,0.07300143681044315,0.687792476647035,0.7310930575928217
AADAT,0.15394203872703693,0.22213172864089556,0.09888323968771243,2.2464042373856272,0.4895486874468449
AAK1,-0.028024483556169155,0.03512226027283923,0.019395350044010905,1.8108598294509595,-0.20122818358327219
AAMP,0.06749029514038085,0.008200071079679199,0.006775895522096469,1.2101826323824572,0.8198945071193866
AANAT,0.3456261762449394,0.1446018826866718,0.04421924739802597,3.2701117996216076,1.6436182442209253
AAR2,0.14177677602180916,0.016428297646666333,0.024114077351307352,0.6812741539860601,0.9129978850841198
AARS2,0.21856394949749314,0.03622532357686279,0.03554085148901928,1.0192587419593766,1.1593501315925407
AARSD1,0.21850084243032486,0.0792165312768663,0.0899719408223006,0.8804581801044308,0.7284497041736219
AASDHPPT,0.1891467113545584,0.022960841662624784,0.014183996188433048,1.6187850981903957,1.5881791557927702
AASS,-0.1776382102633649,0.14763317307244234,0.0824738252326649,1.7900609394066296,-0.6185549972437115
AATF,0.25097782867991336,0.012363911901230387,0.017497459111488634,0.7066118470374009,1.8973518017772335
ABAT,-0.24260422663978765,0.19347643178548268,0.09778306886901854,1.978629163752739,-0.7758299325309023
ABCA1,0.2229773512830593,0.11406104492266032,0.13063677301891266,0.8731159097610847,0.6169188356686244
ABCA2,-0.1943542180464215,0.11140365416634448,0.05670067460362209,1.9647677024150954,-0.8162061400645887
ABCA7,0.1845053159453205,0.08309097559354969,0.057087942136091516,1.4554908179291128,0.7722122547223624
ABCB1,-0.1960681677745002,0.25866134885341996,0.20384159895371098,1.268933084223685,-0.4342708530314264
ABCB10,0.18005271804230194,0.028056730540690057,0.037051993799444634,0.7572259320930416,0.9353925151459398
ABCB4,0.10002897566911689,0.12203641064302066,0.08536623436671223,1.429563006361302,0.34235979627592084
ABCB6,0.33454577067279934,0.11892851635147098,0.06445953018295525,1.8450105983384701,1.3176861343403103
ABCB7,0.06391840216522526,0.02073124110317917,0.014614509683537936,1.4185382576694487,0.5287297959424899
ABCC1,0.17044702465690698,0.05871979204639229,0.055235725428602264,1.0630763258879175,0.7252360660817835
ABCC11,0.0984981340902123,0.03527522141887633,0.049590770048073066,0.7113263493323599,0.4423108342852825
ABCC3,0.11650805758752902,0.2686147238154019,0.41105156090643996,0.6534818240881021,0.18172212678662594
ABCC8,-0.7668230430225971,0.13537096952334685,0.28696299891039756,0.4717366700144346,-1.4314698452941486
ABCC9,-0.19351608049685431,0.2670966368097458,0.5757450525670463,0.4639147755049829,-0.2550362722168756
ABCD1,0.3177684169156558,0.0443819096536229,0.11055933960472432,0.4014306689267379,0.9556811333262232
ABCD2,-0.10824506074021395,0.1381632060407076,0.1622467681655646,0.8515621457539241,-0.2687324187781257
ABCD3,-0.057096095647532596,0.03157084228881528,0.01967664941332943,1.6044826344991656,-0.4070341402053666
ABCD4,0.1435464184595523,0.03167252788679629,0.05265893381941059,0.6014654226653083,0.6255417925402145
ABCE1,0.24535442540729724,0.018893853245260363,0.02905349995986383,0.6503124673915851,1.4394436455969484
ABCF1,0.1756832051801842,0.009042511305170073,0.013174457161583357,0.6863668987848682,1.530607656052558
ABCG1,-0.00613593027198478,0.07490955193082355,0.08477367770739154,0.883641643923773,-0.021074142069745914
ABCG2,-0.003509030886960307,0.250140610522148,0.12432220234501286,2.012034904497348,-0.009952056741208167
ABCG4,-0.04775009912710809,0.11645965410278751,0.21373372330702115,0.5448819788513073,-0.10328511842692958
ABCG8,0.0466670535223625,0.2592897346340888,0.4176323648748077,0.6208564192859315,0.07221265411791292
ABHD12,0.09145159948492587,0.016176461358340194,0.009972621736000395,1.6220871287982805,0.9157704643444744
ABHD5,0.007988299869327697,0.0324511977581591,0.0780516504109025,0.41576568320234025,0.028593236337668332
ABHD6,-0.10124227155149335,0.07285620425267603,0.058976678117779145,1.2353392320126761,-0.4168902394479818
ABI1,0.19083971081660733,0.011159944859160975,0.028235693141180327,0.3952424614958279,1.135715421782957
ABI2,0.14662004130386097,0.07243683288913298,0.13014313812342132,0.5565935625467816,0.40642713912757444
ABI3,0.27536647218402877,0.0985154085514911,0.07041228859301733,1.3991223765060326,1.0377358745393668
ABL1,-0.047048755392590014,0.01722730787613632,0.05578602623595627,0.308810450188199,-0.1991982074234909
ABL2,0.2552625905196746,0.04677968328953523,0.08658336632000017,0.5402848754649242,0.8675009096434578
ABLIM2,0.27364545566869425,0.2028064782609571,0.3036640672680018,0.6678645915717396,0.49658264574616023
ABLIM3,-0.04333861764177516,0.19997882854696983,0.3308810422316523,0.6043828537234937,-0.07534234132352413
ABR,0.059645643150594285,0.024813737767167582,0.07210584747505731,0.3441293409074917,0.22212297578900567
ABRA,-0.3660550695692545,0.06474364230068602,0.31194773501542566,0.20754644138539577,-0.6553985972572507
ABRAXAS1,-0.0005995774114266883,0.06044811409716191,0.06204268293426126,0.9742988413510582,-0.00240713239630663
ABRAXAS2,0.14874231915710956,0.012644014177390217,0.02022641727531904,0.6251237678567465,1.0458636461428468
ABT1,0.2260596517934106,0.013244441394537032,0.01972917361629854,0.6713125269269067,1.6094170837869388
ABTB1,0.03733535127685306,0.050955594195147814,0.05170657535424464,0.9854760994331611,0.16419024640742547
ACAA1,-0.047195025567718485,0.037297883250194924,0.02619474143450997,1.423869112945596,-0.29160110658669447
ACAA2,-0.07217208215720028,0.16767841139827563,0.07977046601634637,2.1020111799762513,-0.2555336922705007
ACACA,0.20120295750920958,0.03761191572840915,0.11844909697962823,0.31753653415253874,0.5846130196631069
ACACB,-0.6199398824864335,0.1984440826893383,0.14492260389476902,1.3693107724826172,-1.6284765620544364
ACAD10,-0.016695269600575102,0.04280390272438844,0.013823369771134575,3.09648829721461,-0.14199938840191653
