gene,missense_ratio,nonsense_ratio,frameshift_ratio,splice_ratio
EIF3E,0.010869565217391304,0.0,0.0,0.0
EIF3F,0.0,0.0,0.0,0.0
EIF3G,0.005434782608695652,0.0,0.0,0.0
EIF3H,0.0,0.0,0.0,0.0
EIF3I,0.0,0.0,0.0,0.0
EIF3J,0.005434782608695652,0.0,0.0,0.0
EIF3K,0.010869565217391304,0.0,0.0,0.0
EIF3L,0.005434782608695652,0.0,0.0,0.0
EIF3M,0.0,0.0,0.0,0.0
EIF4A1,0.0,0.0,0.0,0.0
EIF4A2,0.005434782608695652,0.0,0.0,0.0
EIF4B,0.0,0.0,0.005434782608695652,0.0
EIF4E,0.005434782608695652,0.0,0.0,0.0
EIF4E1B,0.005434782608695652,0.0,0.0,0.0
EIF4E2,0.0,0.0,0.0,0.0
EIF4E3,0.0,0.0,0.0,0.0
EIF4EBP1,0.0,0.0,0.0,0.0
EIF4EBP3,0.0,0.0,0.0,0.0
EIF4ENIF1,0.016304347826086956,0.0,0.0,0.0
EIF4G1,0.0,0.0,0.0,0.0
EIF4G2,0.016304347826086956,0.0,0.0,0.0
EIF4G3,0.0,0.0,0.0,0.0
EIF4H,0.005434782608695652,0.0,0.0,0.0
EIF5,0.0,0.0,0.0,0.0
EIF5A,0.0,0.0,0.0,0.0
EIF5A2,0.005434782608695652,0.0,0.0,0.0
EIF5AL1,0.0,0.0,0.0,0.0
EIF5B,0.016304347826086956,0.0,0.0,0.0
EIF6,0.005434782608695652,0.0,0.0,0.0
ELAC2,0.005434782608695652,0.0,0.005434782608695652,0.0
ELANE,0.005434782608695652,0.0,0.0,0.0
ELAVL1,0.010869565217391304,0.0,0.005434782608695652,0.0
ELF1,0.005434782608695652,0.005434782608695652,0.0,0.0
ELF2,0.010869565217391304,0.0,0.0,0.0
ELF3,0.0,0.005434782608695652,0.0,0.0
ELK4,0.005434782608695652,0.0,0.0,0.0
ELL,0.0,0.0,0.0,0.0
ELL2,0.005434782608695652,0.0,0.0,0.0
ELL3,0.0,0.0,0.0,0.0
ELMO1,0.02717391304347826,0.0,0.0,0.0
ELMO2,0.016304347826086956,0.0,0.0,0.0
ELMO3,0.005434782608695652,0.0,0.0,0.0
ELOA,0.0,0.0,0.0,0.0
ELOA2,0.010869565217391304,0.0,0.0,0.0
ELOB,0.0,0.0,0.0,0.0
ELOC,0.0,0.0,0.0,0.0
ELOVL1,0.005434782608695652,0.0,0.0,0.0
ELOVL2,0.0,0.0,0.005434782608695652,0.0
ELOVL3,0.005434782608695652,0.0,0.0,0.0
ELOVL4,0.0,0.0,0.0,0.0
ELOVL5,0.010869565217391304,0.0,0.0,0.0
ELOVL6,0.005434782608695652,0.0,0.0,0.0
ELOVL7,0.0,0.005434782608695652,0.0,0.0
ELP1,0.016304347826086956,0.0,0.0,0.0
ELP2,0.0,0.005434782608695652,0.0,0.0
ELP3,0.0,0.0,0.0,0.0
ELP4,0.010869565217391304,0.0,0.0,0.0
ELP5,0.010869565217391304,0.0,0.0,0.0
EMB,0.005434782608695652,0.0,0.0,0.0
EMC1,0.005434782608695652,0.005434782608695652,0.0,0.0
EMC10,0.0,0.0,0.0,0.0
EMC2,0.005434782608695652,0.0,0.0,0.0
EMC4,0.0,0.0,0.0,0.0
EMC6,0.0,0.0,0.0,0.0
EMC7,0.0,0.0,0.0,0.0
EMC8,0.0,0.0,0.0,0.0
EMD,0.0,0.0,0.0,0.0
EME1,0.0,0.0,0.0,0.0
EME2,0.0,0.0,0.0,0.0
EMG1,0.0,0.0,0.0,0.0
EML1,0.0,0.0,0.0,0.0
EML4,0.02717391304347826,0.0,0.0,0.0
EMSY,0.005434782608695652,0.0,0.0,0.0
ENAH,0.010869565217391304,0.0,0.0,0.0
ENAM,0.005434782608695652,0.0,0.0,0.0
ENC1,0.005434782608695652,0.0,0.0,0.0
ENDOG,0.0,0.0,0.0,0.0
ENG,0.005434782608695652,0.0,0.0,0.0
ENGASE,0.005434782608695652,0.0,0.0,0.0
ENKUR,0.005434782608695652,0.0,0.005434782608695652,0.0
ENO1,0.005434782608695652,0.0,0.0,0.0
ENO2,0.0,0.0,0.0,0.0
ENO3,0.0,0.0,0.0,0.0
ENPEP,0.005434782608695652,0.0,0.0,0.0
ENPP2,0.0,0.0,0.0,0.0
ENPP3,0.005434782608695652,0.0,0.0,0.0
ENPP6,0.005434782608695652,0.0,0.0,0.0
ENPP7,0.005434782608695652,0.0,0.0,0.0
ENSA,0.0,0.0,0.0,0.0
ENTPD2,0.0,0.0,0.005434782608695652,0.0
ENTPD3,0.0,0.0,0.0,0.0
ENTPD4,0.0,0.0,0.0,0.0
ENTPD5,0.005434782608695652,0.0,0.0,0.0
ENTPD6,0.010869565217391304,0.0,0.0,0.0
ENTPD8,0.0,0.0,0.0,0.0
ENY2,0.0,0.0,0.0,0.0
EOGT,0.0,0.0,0.0,0.0
EOMES,0.005434782608695652,0.0,0.0,0.0
EP300,0.03260869565217391,0.005434782608695652,0.005434782608695652,0.005434782608695652
EPAS1,0.021739130434782608,0.0,0.005434782608695652,0.0
EPB41,0.0,0.0,0.0,0.005434782608695652
EPB41L1,0.010869565217391304,0.0,0.0,0.0
EPB41L2,0.010869565217391304,0.0,0.0,0.0
EPB41L3,0.03260869565217391,0.005434782608695652,0.005434782608695652,0.0
EPB41L5,0.005434782608695652,0.0,0.0,0.0
EPC1,0.005434782608695652,0.0,0.0,0.0
EPC2,0.010869565217391304,0.0,0.0,0.0
EPCAM,0.0,0.0,0.0,0.0
EPGN,0.005434782608695652,0.0,0.0,0.0
EPHA1,0.0,0.0,0.0,0.0
EPHA10,0.010869565217391304,0.0,0.0,0.0
EPHA2,0.010869565217391304,0.005434782608695652,0.005434782608695652,0.0
EPHA3,0.02717391304347826,0.0,0.0,0.0
EPHA4,0.016304347826086956,0.0,0.0,0.0
EPHA5,0.03260869565217391,0.0,0.0,0.0
EPHA7,0.021739130434782608,0.0,0.0,0.0
EPHA8,0.010869565217391304,0.0,0.005434782608695652,0.0
EPHB1,0.021739130434782608,0.0,0.0,0.0
EPHB2,0.010869565217391304,0.0,0.005434782608695652,0.0
EPHB3,0.005434782608695652,0.0,0.0,0.0
EPHB4,0.016304347826086956,0.0,0.0,0.0
EPHB6,0.016304347826086956,0.0,0.0,0.0
EPHX1,0.005434782608695652,0.0,0.005434782608695652,0.0
EPHX2,0.005434782608695652,0.0,0.0,0.0
EPM2A,0.0,0.0,0.0,0.0
EPM2AIP1,0.0,0.0,0.0,0.0
EPN1,0.016304347826086956,0.0,0.005434782608695652,0.0
EPN2,0.0,0.0,0.0,0.0
EPN3,0.0,0.0,0.0,0.0
EPO,0.0,0.0,0.0,0.0
EPOR,0.010869565217391304,0.0,0.0,0.0
EPPK1,0.021739130434782608,0.0,0.0,0.0
EPS15,0.005434782608695652,0.0,0.0,0.0
EPS15L1,0.010869565217391304,0.0,0.005434782608695652,0.0
EPS8L2,0.0,0.0,0.005434782608695652,0.0
ERAL1,0.005434782608695652,0.0,0.0,0.0
ERBB2,0.04891304347826087,0.0,0.0,0.0
ERBB3,0.010869565217391304,0.0,0.0,0.0
ERBB4,0.05434782608695652,0.0,0.005434782608695652,0.0
ERBIN,0.016304347826086956,0.005434782608695652,0.0,0.0
ERC1,0.005434782608695652,0.0,0.0,0.0
ERCC1,0.005434782608695652,0.0,0.0,0.0
ERCC2,0.005434782608695652,0.0,0.0,0.0
ERCC3,0.005434782608695652,0.0,0.0,0.0
ERCC4,0.0,0.0,0.0,0.005434782608695652
ERCC6,0.010869565217391304,0.0,0.0,0.005434782608695652
ERCC6L,0.0,0.0,0.0,0.0
ERCC8,0.0,0.0,0.0,0.0
EREG,0.0,0.0,0.0,0.0
ERF,0.0,0.0,0.010869565217391304,0.0
ERG28,0.0,0.0,0.0,0.0
ERGIC1,0.0,0.0,0.0,0.0
ERGIC2,0.0,0.0,0.0,0.0
ERGIC3,0.0,0.0,0.0,0.0
ERH,0.0,0.0,0.0,0.0
ERLEC1,0.005434782608695652,0.0,0.0,0.0
ERLIN1,0.0,0.0,0.0,0.0
ERMAP,0.0,0.0,0.0,0.0
ERN1,0.0,0.005434782608695652,0.0,0.0
ERO1A,0.0,0.0,0.0,0.0
ERO1B,0.021739130434782608,0.005434782608695652,0.0,0.0
ERP27,0.010869565217391304,0.0,0.005434782608695652,0.0
ERP44,0.0,0.0,0.005434782608695652,0.0
ERRFI1,0.0,0.0,0.0,0.0
ERVW-1,0.005434782608695652,0.0,0.0,0.0
ESAM,0.0,0.0,0.0,0.0
ESCO1,0.0,0.0,0.010869565217391304,0.0
ESCO2,0.0,0.0,0.0,0.0
ESD,0.0,0.0,0.0,0.0
ESF1,0.0,0.0,0.0,0.0
ESPL1,0.02717391304347826,0.005434782608695652,0.005434782608695652,0.0
ESR1,0.010869565217391304,0.0,0.0,0.0
ESR2,0.005434782608695652,0.0,0.0,0.0
ESRP1,0.010869565217391304,0.0,0.005434782608695652,0.0
ESRP2,0.010869565217391304,0.0,0.0,0.0
ESRRA,0.005434782608695652,0.0,0.005434782608695652,0.0
ESRRB,0.0,0.0,0.0,0.0
ESRRG,0.005434782608695652,0.005434782608695652,0.0,0.0
ESS2,0.005434782608695652,0.0,0.0,0.0
ESYT1,0.010869565217391304,0.0,0.0,0.0
ESYT2,0.0,0.0,0.0,0.0
ESYT3,0.0,0.005434782608695652,0.0,0.0
ETF1,0.0,0.0,0.0,0.0
ETFA,0.005434782608695652,0.0,0.0,0.0
ETFB,0.0,0.0,0.0,0.0
ETFBKMT,0.0,0.0,0.0,0.0
ETFDH,0.010869565217391304,0.0,0.005434782608695652,0.0
ETFRF1,0.0,0.0,0.0,0.0
ETHE1,0.0,0.0,0.0,0.0
ETNK1,0.0,0.0,0.0,0.0
ETS1,0.005434782608695652,0.0,0.0,0.0
ETS2,0.0,0.0,0.0,0.0
ETV1,0.005434782608695652,0.0,0.0,0.0
ETV3,0.0,0.0,0.0,0.0
ETV4,0.0,0.0,0.0,0.0
ETV5,0.010869565217391304,0.0,0.0,0.0
ETV6,0.0,0.0,0.0,0.0
ETV7,0.0,0.0,0.0,0.0
EVA1A,0.005434782608695652,0.0,0.0,0.0
EVA1C,0.0,0.0,0.0,0.0
EVC,0.02717391304347826,0.005434782608695652,0.0,0.005434782608695652
EVC2,0.021739130434782608,0.0,0.005434782608695652,0.0
EVI2A,0.0,0.0,0.0,0.0
EVI2B,0.0,0.0,0.0,0.0
EVI5,0.0,0.005434782608695652,0.010869565217391304,0.0
EVL,0.010869565217391304,0.0,0.005434782608695652,0.0
EVPL,0.0,0.0,0.0,0.0
EWSR1,0.016304347826086956,0.0,0.005434782608695652,0.0
EXO1,0.005434782608695652,0.0,0.0,0.0
EXOC1,0.0,0.0,0.0,0.0
EXOC2,0.005434782608695652,0.0,0.0,0.0
EXOC3,0.0,0.0,0.0,0.0
EXOC3L1,0.005434782608695652,0.005434782608695652,0.0,0.0
EXOC4,0.010869565217391304,0.0,0.0,0.0
EXOC5,0.0,0.0,0.0,0.0
EXOC6,0.005434782608695652,0.0,0.0,0.0
EXOC6B,0.010869565217391304,0.0,0.0,0.0
EXOC7,0.005434782608695652,0.0,0.0,0.0
EXOC8,0.010869565217391304,0.0,0.0,0.0
EXOSC1,0.0,0.0,0.0,0.0
EXOSC10,0.005434782608695652,0.0,0.0,0.0
EXOSC2,0.005434782608695652,0.0,0.0,0.0
EXOSC3,0.0,0.0,0.0,0.0
EXOSC4,0.005434782608695652,0.0,0.0,0.0
EXOSC5,0.0,0.0,0.0,0.0
EXOSC6,0.0,0.0,0.0,0.0
EXOSC7,0.0,0.0,0.0,0.0
EXOSC8,0.005434782608695652,0.0,0.0,0.0
EXOSC9,0.0,0.0,0.005434782608695652,0.0
EXPH5,0.0,0.0,0.005434782608695652,0.0
EXT1,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.0
EXT2,0.005434782608695652,0.0,0.0,0.0
EXTL1,0.0,0.0,0.0,0.0
EXTL2,0.0,0.0,0.0,0.0
EXTL3,0.005434782608695652,0.0,0.0,0.0
EYA1,0.005434782608695652,0.0,0.005434782608695652,0.0
EYA2,0.0,0.0,0.0,0.0
EYA3,0.005434782608695652,0.0,0.0,0.0
EYA4,0.005434782608695652,0.0,0.0,0.0
EZH1,0.005434782608695652,0.0,0.0,0.0
EZH2,0.0,0.0,0.0,0.0
EZR,0.0,0.0,0.0,0.0
F10,0.005434782608695652,0.0,0.0,0.0
F11,0.010869565217391304,0.0,0.0,0.0
F11R,0.0,0.0,0.0,0.0
F12,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0
F13B,0.005434782608695652,0.0,0.0,0.0
F2,0.010869565217391304,0.0,0.005434782608695652,0.0
F2R,0.010869565217391304,0.0,0.0,0.0
F2RL1,0.0,0.0,0.0,0.0
F2RL2,0.0,0.0,0.0,0.0
F2RL3,0.005434782608695652,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0
F5,0.016304347826086956,0.0,0.0,0.0
F7,0.005434782608695652,0.0,0.0,0.0
F8,0.021739130434782608,0.0,0.005434782608695652,0.0
F9,0.005434782608695652,0.0,0.0,0.0
FA2H,0.005434782608695652,0.0,0.0,0.0
FAAH,0.005434782608695652,0.0,0.0,0.0
FAAP100,0.005434782608695652,0.0,0.0,0.0
FAAP24,0.0,0.0,0.0,0.0
FABP1,0.0,0.0,0.0,0.0
FABP2,0.0,0.0,0.0,0.0
FABP3,0.0,0.0,0.0,0.0
FABP4,0.005434782608695652,0.0,0.0,0.0
FABP5,0.0,0.0,0.0,0.0
FABP7,0.0,0.0,0.0,0.0
FADD,0.0,0.0,0.0,0.0
FADS1,0.005434782608695652,0.0,0.0,0.0
FADS2,0.0,0.0,0.0,0.0
FADS6,0.0,0.0,0.0,0.0
FAF1,0.005434782608695652,0.0,0.005434782608695652,0.0
FAF2,0.005434782608695652,0.0,0.0,0.0
FAH,0.0,0.0,0.005434782608695652,0.0
FAHD1,0.005434782608695652,0.0,0.0,0.0
FAIM,0.005434782608695652,0.0,0.0,0.0
FAM110A,0.0,0.0,0.0,0.0
FAM110B,0.0,0.0,0.0,0.0
FAM110C,0.0,0.0,0.0,0.0
FAM120B,0.005434782608695652,0.0,0.0,0.0
FAM13A,0.0,0.0,0.0,0.0
FAM13B,0.010869565217391304,0.0,0.0,0.0
FAM161A,0.0,0.0,0.0,0.0
FAM20A,0.005434782608695652,0.0,0.0,0.0
FAM20B,0.005434782608695652,0.0,0.0,0.0
FAM20C,0.0,0.0,0.005434782608695652,0.0
FAM220A,0.005434782608695652,0.0,0.0,0.0
FAM3C,0.0,0.0,0.0,0.0
FAM83D,0.0,0.0,0.0,0.0
FAM8A1,0.0,0.0,0.0,0.0
FAM98B,0.0,0.0,0.0,0.0
FAM9A,0.0,0.0,0.0,0.005434782608695652
FAN1,0.0,0.0,0.0,0.0
FANCA,0.016304347826086956,0.0,0.0,0.0
FANCC,0.0,0.0,0.0,0.0
FANCD2,0.010869565217391304,0.005434782608695652,0.0,0.0
FANCE,0.0,0.0,0.005434782608695652,0.0
FANCF,0.005434782608695652,0.0,0.0,0.0
FANCG,0.005434782608695652,0.0,0.0,0.0
FANCI,0.005434782608695652,0.0,0.0,0.0
FANCL,0.0,0.0,0.0,0.0
FANCM,0.016304347826086956,0.010869565217391304,0.005434782608695652,0.0
FAR1,0.005434782608695652,0.0,0.0,0.0
FAR2,0.005434782608695652,0.0,0.0,0.005434782608695652
FARP1,0.03260869565217391,0.0,0.0,0.0
FARP2,0.0,0.0,0.0,0.005434782608695652
FARS2,0.0,0.0,0.0,0.0
FARSA,0.0,0.0,0.005434782608695652,0.005434782608695652
FARSB,0.0,0.0,0.0,0.0
FAS,0.0,0.0,0.0,0.0
FASLG,0.0,0.005434782608695652,0.0,0.0
FASN,0.010869565217391304,0.0,0.005434782608695652,0.0
FASTK,0.010869565217391304,0.0,0.0,0.0
FASTKD2,0.0,0.0,0.0,0.0
FAT1,0.016304347826086956,0.005434782608695652,0.005434782608695652,0.0
FAT4,0.05434782608695652,0.005434782608695652,0.0,0.0
FBF1,0.010869565217391304,0.0,0.0,0.0
FBH1,0.005434782608695652,0.0,0.0,0.0
FBL,0.0,0.005434782608695652,0.0,0.0
FBLIM1,0.0,0.0,0.0,0.0
FBLL1,0.005434782608695652,0.0,0.0,0.0
FBLN1,0.0,0.0,0.0,0.0
FBLN2,0.010869565217391304,0.0,0.005434782608695652,0.0
FBLN5,0.0,0.0,0.0,0.0
FBN1,0.04891304347826087,0.005434782608695652,0.005434782608695652,0.0
FBN2,0.04891304347826087,0.005434782608695652,0.0,0.0
FBN3,0.03260869565217391,0.005434782608695652,0.0,0.0
FBP1,0.0,0.0,0.0,0.0
FBP2,0.0,0.0,0.0,0.0
FBXL12,0.005434782608695652,0.0,0.0,0.0
FBXL14,0.0,0.0,0.0,0.0
FBXL2,0.0,0.0,0.0,0.0
FBXL20,0.005434782608695652,0.0,0.005434782608695652,0.0
FBXL3,0.0,0.0,0.0,0.0
FBXL4,0.016304347826086956,0.0,0.0,0.0
FBXL5,0.005434782608695652,0.0,0.0,0.0
FBXL7,0.016304347826086956,0.0,0.0,0.0
FBXO10,0.02717391304347826,0.0,0.0,0.0
FBXO11,0.0,0.0,0.005434782608695652,0.0
FBXO15,0.021739130434782608,0.0,0.016304347826086956,0.0
FBXO17,0.0,0.0,0.0,0.0
FBXO2,0.0,0.0,0.0,0.0
FBXO21,0.010869565217391304,0.0,0.0,0.0
FBXO22,0.0,0.0,0.0,0.0
FBXO25,0.005434782608695652,0.0,0.005434782608695652,0.0
FBXO27,0.005434782608695652,0.0,0.0,0.0
FBXO3,0.016304347826086956,0.0,0.0,0.0
FBXO31,0.005434782608695652,0.0,0.0,0.0
FBXO38,0.0,0.0,0.0,0.0
FBXO4,0.0,0.0,0.005434782608695652,0.0
FBXO40,0.005434782608695652,0.0,0.0,0.0
FBXO44,0.0,0.0,0.0,0.0
FBXO45,0.005434782608695652,0.0,0.0,0.0
FBXO5,0.0,0.0,0.0,0.0
FBXO6,0.005434782608695652,0.0,0.0,0.0
FBXO7,0.010869565217391304,0.0,0.0,0.0
FBXO8,0.0,0.0,0.0,0.0
FBXO9,0.005434782608695652,0.0,0.0,0.0
FBXW11,0.0,0.0,0.0,0.0
FBXW2,0.0,0.0,0.0,0.0
FBXW4,0.0,0.0,0.0,0.0
FBXW5,0.016304347826086956,0.0,0.0,0.0
FBXW7,0.02717391304347826,0.005434782608695652,0.021739130434782608,0.0
FBXW8,0.0,0.0,0.0,0.0
FCAR,0.0,0.0,0.0,0.0
FCER1A,0.0,0.0,0.0,0.0
FCER1G,0.0,0.0,0.0,0.0
FCER2,0.005434782608695652,0.0,0.0,0.0
FCF1,0.0,0.0,0.0,0.0
FCGR1A,0.0,0.0,0.0,0.0
FCGR2A,0.0,0.0,0.0,0.0
FCGR2B,0.0,0.0,0.0,0.005434782608695652
FCGRT,0.0,0.0,0.0,0.0
FCN1,0.010869565217391304,0.0,0.0,0.0
FCN2,0.005434782608695652,0.0,0.0,0.0
FCN3,0.0,0.0,0.0,0.0
FDPS,0.010869565217391304,0.0,0.0,0.0
FDX1,0.0,0.0,0.0,0.0
FDX2,0.0,0.0,0.0,0.0
FDXR,0.005434782608695652,0.0,0.0,0.0
FECH,0.0,0.0,0.0,0.0
FEM1A,0.005434782608695652,0.0,0.005434782608695652,0.0
FEM1B,0.010869565217391304,0.0,0.0,0.0
FEM1C,0.010869565217391304,0.0,0.0,0.0
FEN1,0.0,0.0,0.0,0.0
FER,0.005434782608695652,0.0,0.0,0.0
FERD3L,0.010869565217391304,0.0,0.0,0.0
FERMT1,0.005434782608695652,0.0,0.0,0.0
FERMT2,0.0,0.0,0.0,0.0
FERMT3,0.0,0.0,0.0,0.0
FES,0.0,0.0,0.0,0.0
FEZ1,0.005434782608695652,0.0,0.0,0.0
FEZF2,0.010869565217391304,0.0,0.0,0.0
FFAR1,0.0,0.0,0.0,0.0
FFAR2,0.0,0.0,0.0,0.0
FFAR3,0.010869565217391304,0.0,0.0,0.0
FGB,0.005434782608695652,0.0,0.0,0.0
FGD1,0.0,0.0,0.0,0.0
FGD2,0.005434782608695652,0.0,0.0,0.0
FGD3,0.0,0.0,0.0,0.0
FGD4,0.005434782608695652,0.0,0.0,0.0
FGF1,0.010869565217391304,0.0,0.0,0.0
FGF10,0.0,0.0,0.0,0.0
FGF12,0.0,0.0,0.0,0.0
FGF13,0.021739130434782608,0.0,0.0,0.0
FGF14,0.016304347826086956,0.0,0.0,0.0
FGF17,0.0,0.0,0.0,0.0
FGF18,0.0,0.0,0.0,0.0
FGF19,0.0,0.0,0.0,0.0
FGF2,0.0,0.0,0.0,0.0
FGF20,0.0,0.0,0.0,0.0
FGF22,0.0,0.0,0.0,0.0
FGF23,0.010869565217391304,0.0,0.0,0.0
FGF3,0.010869565217391304,0.0,0.0,0.0
FGF4,0.005434782608695652,0.0,0.0,0.0
FGF5,0.010869565217391304,0.0,0.005434782608695652,0.0
FGF6,0.005434782608695652,0.0,0.0,0.0
FGF7,0.0,0.005434782608695652,0.0,0.0
FGF8,0.005434782608695652,0.0,0.0,0.0
FGF9,0.0,0.0,0.0,0.0
FGFBP1,0.005434782608695652,0.0,0.005434782608695652,0.0
FGFR1,0.005434782608695652,0.0,0.0,0.0
FGFR1OP2,0.0,0.0,0.0,0.0
FGFR2,0.0,0.0,0.0,0.0
FGFR3,0.0,0.0,0.0,0.0
FGFR4,0.010869565217391304,0.0,0.0,0.0
FGFRL1,0.005434782608695652,0.0,0.0,0.0
FGG,0.005434782608695652,0.0,0.0,0.0
FGL1,0.005434782608695652,0.0,0.0,0.0
FGR,0.005434782608695652,0.0,0.0,0.0
FH,0.0,0.0,0.0,0.0
FHL1,0.0,0.0,0.0,0.0
FHL2,0.0,0.0,0.0,0.0
FHL5,0.005434782608695652,0.0,0.0,0.0
FHOD1,0.010869565217391304,0.0,0.0,0.0
FIBP,0.0,0.0,0.0,0.0
FIG4,0.0,0.005434782608695652,0.0,0.0
FIGLA,0.010869565217391304,0.0,0.0,0.0
FIP1L1,0.005434782608695652,0.0,0.0,0.0
FIS1,0.0,0.0,0.0,0.0
FIZ1,0.0,0.0,0.0,0.0
FJX1,0.0,0.0,0.0,0.0
FKBP10,0.005434782608695652,0.005434782608695652,0.0,0.0
FKBP15,0.005434782608695652,0.0,0.005434782608695652,0.0
FKBP1A,0.0,0.0,0.0,0.0
FKBP1B,0.0,0.0,0.0,0.0
FKBP3,0.0,0.0,0.0,0.0
FKBP4,0.005434782608695652,0.0,0.0,0.0
FKBP5,0.005434782608695652,0.0,0.0,0.0
FKBP6,0.005434782608695652,0.0,0.0,0.0
FKBP7,0.0,0.0,0.0,0.0
FKBP8,0.0,0.0,0.0,0.0
FKBP9,0.0,0.0,0.0,0.0
FKBPL,0.0,0.0,0.0,0.0
FKRP,0.0,0.0,0.0,0.0
FKTN,0.005434782608695652,0.005434782608695652,0.0,0.0
FLAD1,0.005434782608695652,0.0,0.0,0.0
FLCN,0.005434782608695652,0.0,0.0,0.0
FLG,0.125,0.016304347826086956,0.005434782608695652,0.0
FLI1,0.005434782608695652,0.0,0.0,0.0
FLII,0.005434782608695652,0.0,0.0,0.0
FLNA,0.005434782608695652,0.005434782608695652,0.005434782608695652,0.0
FLNB,0.016304347826086956,0.0,0.0,0.0
FLNC,0.03260869565217391,0.0,0.0,0.0
FLOT1,0.0,0.0,0.0,0.0
FLOT2,0.016304347826086956,0.005434782608695652,0.0,0.0
FLRT1,0.005434782608695652,0.0,0.0,0.0
FLRT2,0.021739130434782608,0.0,0.0,0.0
FLRT3,0.010869565217391304,0.0,0.0,0.0
FLT1,0.021739130434782608,0.0,0.0,0.0
FLT3,0.02717391304347826,0.0,0.0,0.005434782608695652
FLT3LG,0.0,0.005434782608695652,0.0,0.0
FLT4,0.010869565217391304,0.0,0.0,0.0
FMC1,0.0,0.0,0.0,0.0
FMN1,0.016304347826086956,0.005434782608695652,0.0,0.0
FMNL1,0.0,0.0,0.0,0.0
FMNL2,0.005434782608695652,0.0,0.0,0.0
FMNL3,0.010869565217391304,0.0,0.0,0.0
FMO1,0.0,0.0,0.0,0.0
FMO2,0.0,0.0,0.0,0.0
FMO3,0.005434782608695652,0.0,0.0,0.0
FMO4,0.016304347826086956,0.0,0.0,0.0
FMO5,0.005434782608695652,0.0,0.0,0.0
FMOD,0.0,0.0,0.005434782608695652,0.0
FMR1,0.010869565217391304,0.0,0.0,0.0
FN1,0.005434782608695652,0.005434782608695652,0.0,0.0
FNBP1,0.010869565217391304,0.0,0.0,0.0
FNBP1L,0.005434782608695652,0.0,0.0,0.0
FNDC5,0.0,0.0,0.0,0.0
FNIP1,0.016304347826086956,0.0,0.0,0.0
FNIP2,0.0,0.0,0.0,0.0
FNTA,0.0,0.0,0.0,0.0
FNTB,0.0,0.0,0.005434782608695652,0.0
FOLH1,0.02717391304347826,0.005434782608695652,0.0,0.0
FOLR1,0.005434782608695652,0.0,0.0,0.0
FOS,0.005434782608695652,0.0,0.005434782608695652,0.0
FOSB,0.0,0.0,0.0,0.0
FOSL1,0.0,0.0,0.005434782608695652,0.0
FOSL2,0.0,0.0,0.0,0.0
FOXA1,0.005434782608695652,0.0,0.0,0.0
FOXA2,0.0,0.0,0.0,0.0
FOXA3,0.005434782608695652,0.0,0.0,0.0
FOXD3,0.0,0.0,0.0,0.0
FOXE1,0.0,0.0,0.0,0.0
FOXG1,0.04891304347826087,0.0,0.0,0.0
FOXH1,0.005434782608695652,0.0,0.0,0.0
FOXJ1,0.005434782608695652,0.0,0.0,0.0
FOXK1,0.005434782608695652,0.0,0.0,0.0
FOXK2,0.0,0.0,0.0,0.0
FOXM1,0.005434782608695652,0.0,0.0,0.0
FOXN1,0.0,0.0,0.0,0.0
FOXN3,0.010869565217391304,0.0,0.0,0.0
FOXN4,0.0,0.0,0.0,0.0
FOXO1,0.010869565217391304,0.0,0.0,0.0
FOXO3,0.010869565217391304,0.0,0.0,0.0
FOXO4,0.0,0.0,0.0,0.0
FOXP2,0.0,0.0,0.0,0.005434782608695652
FOXP3,0.005434782608695652,0.0,0.0,0.0
FOXR1,0.005434782608695652,0.0,0.0,0.0
FOXRED1,0.0,0.0,0.0,0.0
FOXRED2,0.010869565217391304,0.0,0.005434782608695652,0.0
FPGS,0.005434782608695652,0.0,0.0,0.0
FPR1,0.005434782608695652,0.0,0.0,0.0
FPR2,0.010869565217391304,0.0,0.0,0.0
FRA10AC1,0.010869565217391304,0.0,0.0,0.0
FRAS1,0.021739130434782608,0.0,0.0,0.0
FRAT1,0.005434782608695652,0.0,0.0,0.0
FREM2,0.05434782608695652,0.0,0.0,0.0
FRG1,0.0,0.0,0.0,0.0
FRG2,0.0,0.0,0.0,0.0
FRK,0.0,0.0,0.0,0.0
FRMD1,0.010869565217391304,0.005434782608695652,0.0,0.0
FRMD6,0.010869565217391304,0.0,0.0,0.0
FRS2,0.005434782608695652,0.0,0.0,0.0
FRS3,0.005434782608695652,0.0,0.0,0.0
FSCN1,0.0,0.0,0.0,0.0
FSHB,0.0,0.0,0.0,0.0
FSHR,0.016304347826086956,0.005434782608695652,0.0,0.0
FST,0.0,0.0,0.0,0.0
FSTL1,0.016304347826086956,0.0,0.0,0.0
FSTL3,0.005434782608695652,0.0,0.0,0.0
FTCD,0.0,0.0,0.005434782608695652,0.0
FTH1,0.005434782608695652,0.0,0.0,0.0
FTL,0.0,0.0,0.0,0.0
FTO,0.010869565217391304,0.0,0.0,0.0
FTSJ3,0.0,0.0,0.005434782608695652,0.0
FUBP1,0.0,0.0,0.005434782608695652,0.0
FUBP3,0.005434782608695652,0.0,0.0,0.0
FUCA1,0.0,0.0,0.0,0.0
