gene,amp_freq,del_freq,mean_cnv
A1BG,0.44532803180914515,0.09940357852882704,2.695825049701789
A1CF,0.4870775347912525,0.06560636182902585,2.8210735586481115
A2M,0.48906560636182905,0.09940357852882704,2.944333996023857
A4GALT,0.40755467196819084,0.12326043737574553,2.5805168986083498
A4GNT,0.5347912524850894,0.055666003976143144,2.99403578528827
AAAS,0.5566600397614314,0.041749502982107355,3.0596421471172963
AACS,0.5288270377733598,0.07554671968190854,2.9284294234592445
AADAT,0.4115308151093439,0.073558648111332,2.610337972166998
AAK1,0.5904572564612326,0.015904572564612324,3.165009940357853
AAMP,0.5685884691848907,0.019880715705765408,3.0457256461232602
AANAT,0.6540755467196819,0.009940357852882704,3.4612326043737576
AAR2,0.6043737574552683,0.027833001988071572,3.332007952286282
AARS2,0.5924453280318092,0.02982107355864811,3.3220675944333995
AARSD1,0.610337972166998,0.02186878727634195,3.2584493041749503
AASDHPPT,0.5407554671968191,0.05168986083499006,2.988071570576541
AASS,0.6381709741550696,0.039761431411530816,3.359840954274354
AATF,0.6202783300198808,0.015904572564612324,3.2823061630218686
ABAT,0.5864811133200796,0.039761431411530816,3.1530815109343937
ABCA1,0.3658051689860835,0.10536779324055666,2.4711729622266403
ABCA2,0.40556660039761433,0.09741550695825049,2.5785288270377733
ABCA7,0.3061630218687873,0.16699801192842942,2.320079522862823
ABCB1,0.6441351888667992,0.02982107355864811,3.3359840954274356
ABCB10,0.7415506958250497,0.0019880715705765406,3.9125248508946324
ABCB4,0.6441351888667992,0.02982107355864811,3.337972166998012
ABCB6,0.5685884691848907,0.019880715705765408,3.0457256461232602
ABCB7,0.27236580516898606,0.2922465208747515,2.2664015904572565
ABCC1,0.5864811133200796,0.039761431411530816,3.1411530815109345
ABCC11,0.536779324055666,0.06560636182902585,2.9900596421471173
ABCC3,0.6361829025844931,0.007952286282306162,3.415506958250497
ABCC8,0.49105367793240556,0.05765407554671968,2.8369781312127236
ABCC9,0.5288270377733598,0.0874751491053678,3.355864811133201
ABCD1,0.33399602385685884,0.21868787276341947,2.5049701789264414
ABCD2,0.5447316103379721,0.061630218687872766,3.10934393638171
ABCD3,0.4552683896620278,0.0874751491053678,2.7117296222664016
ABCD4,0.4870775347912525,0.07554671968190854,2.852882703777336
ABCE1,0.4393638170974155,0.05168986083499006,2.7057654075546718
ABCF1,0.6003976143141153,0.033797216699801194,3.320079522862823
ABCG1,0.4433399602385686,0.07554671968190854,2.7693836978131214
ABCG2,0.44532803180914515,0.04970178926441352,2.679920477137177
ABCG4,0.5347912524850894,0.05765407554671968,2.9741550695825048
ABCG8,0.5944333996023857,0.013916500994035786,3.2186878727634194
ABHD12,0.558648111332008,0.06560636182902585,3.1292246520874754
ABHD5,0.3379721669980119,0.1312127236580517,2.399602385685885
ABHD6,0.33399602385685884,0.1312127236580517,2.389662027833002
ABI1,0.5467196819085487,0.041749502982107355,3.0497017892644136
ABI2,0.5785288270377733,0.015904572564612324,3.1113320079522864
ABI3,0.6341948310139165,0.011928429423459244,3.3956262425447314
ABL1,0.39363817097415504,0.09741550695825049,2.5268389662027833
ABL2,0.7713717693836978,0.003976143141153081,4.035785288270378
ABLIM2,0.4850894632206759,0.06560636182902585,2.8389662027833
ABLIM3,0.4234592445328032,0.09343936381709742,2.73558648111332
ABR,0.28628230616302186,0.20278330019880716,2.2584493041749503
ABRA,0.705765407554672,0.015904572564612324,4.063618290258449
ABRAXAS1,0.44930417495029823,0.04771371769383698,2.6858846918489068
ABRAXAS2,0.48111332007952284,0.073558648111332,2.765407554671968
ABT1,0.5984095427435387,0.033797216699801194,3.2664015904572565
ABTB1,0.5268389662027833,0.05964214711729622,2.9284294234592445
ACAA1,0.3399602385685885,0.12922465208747516,2.4035785288270377
ACAA2,0.341948310139165,0.1988071570576541,2.411530815109344
ACACA,0.6182902584493042,0.017892644135188866,3.2922465208747513
ACACB,0.5208747514910537,0.073558648111332,2.8986083499005963
ACAD10,0.5208747514910537,0.073558648111332,2.904572564612326
ACAD8,0.5208747514910537,0.06560636182902585,2.944333996023857
ACAD9,0.5268389662027833,0.05765407554671968,2.9363817097415508
ACADL,0.5745526838966203,0.019880715705765408,3.0656063618290257
ACADM,0.4970178926441352,0.0636182902584493,2.84493041749503
ACADS,0.5228628230616302,0.07554671968190854,2.9105367793240555
ACADSB,0.47713717693836977,0.07554671968190854,2.7335984095427435
ACADVL,0.2962226640159046,0.20079522862823063,2.2664015904572565
ACAN,0.3976143141153082,0.11332007952286283,2.5566600397614314
ACAT1,0.5228628230616302,0.07157057654075547,2.9065606361829026
ACAT2,0.31809145129224653,0.1550695825049702,2.405566600397614
ACBD3,0.7495029821073559,0.0019880715705765406,3.9284294234592445
ACBD6,0.7673956262425448,0.003976143141153081,4.023856858846918
ACE,0.6441351888667992,0.007952286282306162,3.457256461232604
