gene,amp_freq,del_freq,mean_cnv
A1BG,0.036585365853658534,0.0020325203252032522,2.063008130081301
A1CF,0.026422764227642278,0.012195121951219513,2.032520325203252
A2M,0.04065040650406504,0.0020325203252032522,2.073170731707317
A4GALT,0.024390243902439025,0.11788617886178862,1.920731707317073
A4GNT,0.026422764227642278,0.0,2.0447154471544717
AAAS,0.044715447154471545,0.0,2.0792682926829267
AACS,0.044715447154471545,0.0,2.0813008130081303
AADAT,0.036585365853658534,0.0020325203252032522,2.0548780487804876
AAK1,0.02032520325203252,0.0,2.0386178861788617
AAMP,0.02032520325203252,0.0040650406504065045,2.032520325203252
AANAT,0.044715447154471545,0.0,2.0853658536585367
AAR2,0.03861788617886179,0.0,2.073170731707317
AARS2,0.028455284552845527,0.0,2.0528455284552845
AARSD1,0.044715447154471545,0.0,2.0853658536585367
AASDHPPT,0.028455284552845527,0.012195121951219513,2.040650406504065
AASS,0.04878048780487805,0.0,2.1219512195121952
AATF,0.044715447154471545,0.0,2.0853658536585367
ABAT,0.044715447154471545,0.0020325203252032522,2.0792682926829267
ABCA1,0.02032520325203252,0.02032520325203252,2.0142276422764227
ABCA2,0.022357723577235773,0.02032520325203252,2.016260162601626
ABCA7,0.03048780487804878,0.01016260162601626,2.046747967479675
ABCB1,0.046747967479674794,0.0020325203252032522,2.1158536585365852
ABCB10,0.06910569105691057,0.0,2.1077235772357725
ABCB4,0.046747967479674794,0.0020325203252032522,2.1158536585365852
ABCB6,0.02032520325203252,0.0040650406504065045,2.032520325203252
ABCB7,0.026422764227642278,0.2682926829268293,1.7804878048780488
ABCC1,0.044715447154471545,0.0040650406504065045,2.0772357723577235
ABCC11,0.03861788617886179,0.0020325203252032522,2.069105691056911
ABCC3,0.044715447154471545,0.0,2.0853658536585367
ABCC8,0.03048780487804878,0.01016260162601626,2.0447154471544717
ABCC9,0.042682926829268296,0.0,2.0772357723577235
ABCD1,0.028455284552845527,0.2682926829268293,1.782520325203252
ABCD2,0.042682926829268296,0.0020325203252032522,2.0752032520325203
ABCD3,0.026422764227642278,0.0,2.0447154471544717
ABCD4,0.034552845528455285,0.0020325203252032522,2.063008130081301
ABCE1,0.034552845528455285,0.0,2.0548780487804876
ABCF1,0.028455284552845527,0.0020325203252032522,2.0508130081300813
ABCG1,0.026422764227642278,0.0020325203252032522,2.0447154471544717
ABCG2,0.034552845528455285,0.0,2.0548780487804876
ABCG4,0.03048780487804878,0.012195121951219513,2.042682926829268
ABCG8,0.02032520325203252,0.0020325203252032522,2.0365853658536586
ABHD12,0.03861788617886179,0.0,2.073170731707317
ABHD5,0.028455284552845527,0.0,2.048780487804878
ABHD6,0.028455284552845527,0.0,2.048780487804878
ABI1,0.026422764227642278,0.0020325203252032522,2.042682926829268
ABI2,0.02032520325203252,0.0020325203252032522,2.0345528455284554
ABI3,0.046747967479674794,0.0,2.08739837398374
ABL1,0.022357723577235773,0.02032520325203252,2.016260162601626
ABL2,0.07113821138211382,0.0,2.105691056910569
ABLIM2,0.036585365853658534,0.0,2.0569105691056913
ABLIM3,0.0508130081300813,0.0,2.0934959349593494
ABR,0.03861788617886179,0.006097560975609756,2.0609756097560976
ABRA,0.03048780487804878,0.0020325203252032522,2.048780487804878
ABRAXAS1,0.034552845528455285,0.0,2.0548780487804876
ABRAXAS2,0.026422764227642278,0.0020325203252032522,2.042682926829268
ABT1,0.028455284552845527,0.0,2.0528455284552845
ABTB1,0.026422764227642278,0.0,2.0447154471544717
ACAA1,0.028455284552845527,0.0,2.048780487804878
ACAA2,0.028455284552845527,0.0020325203252032522,2.046747967479675
ACACA,0.044715447154471545,0.0,2.0853658536585367
ACACB,0.044715447154471545,0.0,2.0813008130081303
ACAD10,0.044715447154471545,0.0,2.0813008130081303
ACAD8,0.028455284552845527,0.012195121951219513,2.040650406504065
ACAD9,0.026422764227642278,0.0,2.0447154471544717
ACADL,0.02032520325203252,0.0020325203252032522,2.0345528455284554
ACADM,0.026422764227642278,0.0,2.0447154471544717
ACADS,0.044715447154471545,0.0,2.0813008130081303
ACADSB,0.026422764227642278,0.0020325203252032522,2.042682926829268
ACADVL,0.03861788617886179,0.006097560975609756,2.0609756097560976
ACAN,0.022357723577235773,0.0040650406504065045,2.0365853658536586
ACAT1,0.03048780487804878,0.012195121951219513,2.042682926829268
ACAT2,0.026422764227642278,0.0040650406504065045,2.046747967479675
ACBD3,0.06910569105691057,0.0,2.1077235772357725
ACBD6,0.07113821138211382,0.0,2.105691056910569
ACE,0.046747967479674794,0.0,2.08739837398374
ACE2,0.026422764227642278,0.266260162601626,1.782520325203252
ACER1,0.03048780487804878,0.01016260162601626,2.046747967479675
ACER2,0.024390243902439025,0.012195121951219513,2.0264227642276422
ACER3,0.028455284552845527,0.012195121951219513,2.040650406504065
ACHE,0.04878048780487805,0.0020325203252032522,2.1178861788617884
ACIN1,0.034552845528455285,0.0,2.065040650406504
ACKR1,0.07113821138211382,0.0,2.105691056910569
ACKR2,0.028455284552845527,0.0,2.048780487804878
ACKR3,0.02032520325203252,0.0040650406504065045,2.032520325203252
ACLY,0.044715447154471545,0.0,2.0853658536585367
ACMSD,0.02032520325203252,0.0,2.0365853658536586
ACO1,0.024390243902439025,0.01016260162601626,2.0304878048780486
ACO2,0.024390243902439025,0.11788617886178862,1.920731707317073
ACOT1,0.034552845528455285,0.0020325203252032522,2.063008130081301
ACOT11,0.026422764227642278,0.0,2.0447154471544717
ACOT12,0.046747967479674794,0.0,2.089430894308943
ACOT13,0.028455284552845527,0.0,2.0528455284552845
ACOT2,0.034552845528455285,0.0020325203252032522,2.063008130081301
ACOT4,0.034552845528455285,0.0020325203252032522,2.063008130081301
ACOT7,0.026422764227642278,0.0020325203252032522,2.042682926829268
ACOT8,0.03861788617886179,0.0,2.073170731707317
ACOX1,0.044715447154471545,0.0,2.0853658536585367
ACOX2,0.028455284552845527,0.0,2.048780487804878
ACOX3,0.036585365853658534,0.0,2.0569105691056913
ACP1,0.02032520325203252,0.0020325203252032522,2.0365853658536586
ACP2,0.028455284552845527,0.008130081300813009,2.0447154471544717
ACP5,0.03048780487804878,0.012195121951219513,2.0447154471544717
ACR,0.024390243902439025,0.11788617886178862,1.920731707317073
ACSBG1,0.022357723577235773,0.0040650406504065045,2.0365853658536586
ACSF3,0.03861788617886179,0.008130081300813009,2.063008130081301
ACSL1,0.034552845528455285,0.0020325203252032522,2.0528455284552845
ACSL3,0.02032520325203252,0.0040650406504065045,2.032520325203252
ACSL4,0.026422764227642278,0.2682926829268293,1.7804878048780488
ACSL5,0.026422764227642278,0.0040650406504065045,2.040650406504065
ACSM1,0.044715447154471545,0.0020325203252032522,2.0792682926829267
ACSM2B,0.044715447154471545,0.0020325203252032522,2.0792682926829267
ACSM5,0.044715447154471545,0.0020325203252032522,2.0792682926829267
ACSS1,0.03861788617886179,0.0,2.073170731707317
ACSS2,0.03861788617886179,0.0,2.073170731707317
ACSS3,0.044715447154471545,0.0,2.0813008130081303
ACTA1,0.06910569105691057,0.0,2.1077235772357725
ACTBL2,0.046747967479674794,0.0,2.089430894308943
ACTC1,0.02032520325203252,0.006097560975609756,2.0304878048780486
ACTG1,0.044715447154471545,0.0,2.0853658536585367
ACTG2,0.02032520325203252,0.0,2.0386178861788617
ACTL6A,0.026422764227642278,0.0,2.0447154471544717
ACTL6B,0.04878048780487805,0.0020325203252032522,2.1178861788617884
ACTL7A,0.02032520325203252,0.02032520325203252,2.0142276422764227
ACTN1,0.034552845528455285,0.0,2.065040650406504
ACTN2,0.06910569105691057,0.0,2.1077235772357725
ACTN3,0.028455284552845527,0.01016260162601626,2.042682926829268
ACTN4,0.034552845528455285,0.0,2.063008130081301
ACTR10,0.034552845528455285,0.0,2.065040650406504
ACTR1A,0.026422764227642278,0.0040650406504065045,2.040650406504065
ACTR1B,0.022357723577235773,0.0,2.040650406504065
ACTR2,0.02032520325203252,0.0020325203252032522,2.0365853658536586
ACTR3,0.02032520325203252,0.0,2.0365853658536586
ACTR3B,0.04878048780487805,0.0,2.119918699186992
ACTR3C,0.04878048780487805,0.0,2.119918699186992
