gene,amp_freq,del_freq,mean_cnv
A1BG,0.5510204081632653,0.023809523809523808,3.1700680272108843
A1CF,0.3469387755102041,0.05782312925170068,2.574829931972789
A2M,0.42857142857142855,0.06802721088435375,2.751700680272109
A4GALT,0.3741496598639456,0.0782312925170068,2.6156462585034013
A4GNT,0.7312925170068028,0.006802721088435374,4.2312925170068025
AAAS,0.47619047619047616,0.013605442176870748,2.8503401360544216
AACS,0.45918367346938777,0.017006802721088437,2.806122448979592
AADAT,0.3231292517006803,0.1292517006802721,2.4149659863945576
AAK1,0.4931972789115646,0.0,2.95578231292517
AAMP,0.29591836734693877,0.17687074829931973,2.3299319727891157
AANAT,0.47278911564625853,0.02040816326530612,2.9285714285714284
AAR2,0.564625850340136,0.006802721088435374,3.3537414965986394
AARS2,0.4557823129251701,0.05782312925170068,2.938775510204082
AARSD1,0.4387755102040816,0.017006802721088437,2.802721088435374
AASDHPPT,0.24489795918367346,0.25510204081632654,2.173469387755102
AASS,0.41156462585034015,0.08163265306122448,2.707482993197279
AATF,0.4217687074829932,0.034013605442176874,2.7653061224489797
ABAT,0.4931972789115646,0.023809523809523808,3.054421768707483
ABCA1,0.4421768707482993,0.030612244897959183,2.7823129251700682
ABCA2,0.47278911564625853,0.017006802721088437,2.8469387755102042
ABCA7,0.3333333333333333,0.12585034013605442,2.5238095238095237
ABCB1,0.4421768707482993,0.05782312925170068,2.826530612244898
ABCB10,0.6190476190476191,0.01020408163265306,3.431972789115646
ABCB4,0.4421768707482993,0.05782312925170068,2.826530612244898
ABCB6,0.29591836734693877,0.17687074829931973,2.306122448979592
ABCB7,0.48639455782312924,0.07482993197278912,3.006802721088435
ABCC1,0.48639455782312924,0.023809523809523808,2.9149659863945576
ABCC11,0.41156462585034015,0.08843537414965986,2.642857142857143
ABCC3,0.48639455782312924,0.006802721088435374,2.8877551020408165
ABCC8,0.30612244897959184,0.11564625850340136,2.3843537414965987
ABCC9,0.42517006802721086,0.06802721088435375,2.761904761904762
ABCD1,0.5578231292517006,0.05782312925170068,3.227891156462585
ABCD2,0.46258503401360546,0.01020408163265306,2.86734693877551
ABCD3,0.4489795918367347,0.023809523809523808,2.921768707482993
ABCD4,0.41496598639455784,0.030612244897959183,2.86734693877551
ABCE1,0.3163265306122449,0.1054421768707483,2.425170068027211
ABCF1,0.5068027210884354,0.05102040816326531,3.0952380952380953
ABCG1,0.4013605442176871,0.05782312925170068,2.687074829931973
ABCG2,0.3163265306122449,0.09523809523809523,2.45578231292517
ABCG4,0.21428571428571427,0.2891156462585034,2.064625850340136
ABCG8,0.5102040816326531,0.0,2.9829931972789114
ABHD12,0.5170068027210885,0.03741496598639456,3.197278911564626
ABHD5,0.3163265306122449,0.17346938775510204,2.3741496598639458
ABHD6,0.2857142857142857,0.19727891156462585,2.302721088435374
ABI1,0.35034013605442177,0.05442176870748299,2.619047619047619
ABI2,0.3469387755102041,0.1360544217687075,2.479591836734694
ABI3,0.47959183673469385,0.006802721088435374,2.8843537414965987
ABL1,0.47959183673469385,0.017006802721088437,2.860544217687075
ABL2,0.6326530612244898,0.003401360544217687,3.431972789115646
ABLIM2,0.24489795918367346,0.14625850340136054,2.295918367346939
ABLIM3,0.37755102040816324,0.07142857142857142,2.619047619047619
ABR,0.32653061224489793,0.12585034013605442,2.442176870748299
ABRA,0.564625850340136,0.003401360544217687,3.258503401360544
ABRAXAS1,0.3163265306122449,0.09863945578231292,2.4591836734693877
ABRAXAS2,0.32653061224489793,0.08163265306122448,2.5136054421768708
ABT1,0.47959183673469385,0.061224489795918366,2.9285714285714284
ABTB1,0.7074829931972789,0.003401360544217687,4.034013605442177
ACAA1,0.3197278911564626,0.16666666666666666,2.391156462585034
ACAA2,0.38095238095238093,0.10204081632653061,2.5476190476190474
ACACA,0.42857142857142855,0.034013605442176874,2.7823129251700682
ACACB,0.4489795918367347,0.023809523809523808,2.7823129251700682
ACAD10,0.445578231292517,0.030612244897959183,2.772108843537415
ACAD8,0.23129251700680273,0.2857142857142857,2.0918367346938775
ACAD9,0.7074829931972789,0.003401360544217687,4.054421768707483
ACADL,0.30952380952380953,0.1564625850340136,2.360544217687075
ACADM,0.48639455782312924,0.02040816326530612,3.0
ACADS,0.4557823129251701,0.023809523809523808,2.7993197278911564
ACADSB,0.32653061224489793,0.08163265306122448,2.5136054421768708
ACADVL,0.30612244897959184,0.13945578231292516,2.4047619047619047
ACAN,0.45918367346938777,0.030612244897959183,2.9285714285714284
ACAT1,0.23469387755102042,0.2653061224489796,2.13265306122449
ACAT2,0.32653061224489793,0.1054421768707483,2.4591836734693877
ACBD3,0.6156462585034014,0.01020408163265306,3.4183673469387754
ACBD6,0.6326530612244898,0.003401360544217687,3.431972789115646
ACE,0.4965986394557823,0.006802721088435374,2.989795918367347
ACE2,0.48639455782312924,0.05442176870748299,2.996598639455782
ACER1,0.3435374149659864,0.1054421768707483,2.5476190476190474
ACER2,0.4217687074829932,0.061224489795918366,2.836734693877551
ACER3,0.3741496598639456,0.10884353741496598,2.554421768707483
ACHE,0.445578231292517,0.06462585034013606,2.812925170068027
ACIN1,0.41836734693877553,0.034013605442176874,2.8469387755102042
ACKR1,0.6564625850340136,0.0,3.5238095238095237
ACKR2,0.3197278911564626,0.17006802721088435,2.380952380952381
ACKR3,0.29591836734693877,0.19047619047619047,2.2653061224489797
ACLY,0.42517006802721086,0.02040816326530612,2.8299319727891157
ACMSD,0.40816326530612246,0.027210884353741496,2.693877551020408
ACO1,0.42517006802721086,0.05102040816326531,2.748299319727891
ACO2,0.3843537414965986,0.07482993197278912,2.6156462585034013
ACOT1,0.40816326530612246,0.030612244897959183,2.8469387755102042
ACOT11,0.5,0.017006802721088437,3.064625850340136
ACOT12,0.3435374149659864,0.08503401360544217,2.5340136054421767
ACOT13,0.47278911564625853,0.06802721088435375,2.9183673469387754
ACOT2,0.40816326530612246,0.030612244897959183,2.8469387755102042
ACOT4,0.40816326530612246,0.030612244897959183,2.8469387755102042
ACOT7,0.47278911564625853,0.03741496598639456,2.901360544217687
ACOT8,0.5510204081632653,0.017006802721088437,3.251700680272109
ACOX1,0.4931972789115646,0.01020408163265306,3.020408163265306
ACOX2,0.2857142857142857,0.19727891156462585,2.306122448979592
ACOX3,0.24489795918367346,0.14965986394557823,2.292517006802721
ACP1,0.5238095238095238,0.01020408163265306,3.010204081632653
ACP2,0.336734693877551,0.05442176870748299,2.5272108843537415
ACP5,0.42517006802721086,0.05442176870748299,2.772108843537415
ACR,0.3843537414965986,0.08843537414965986,2.608843537414966
ACSBG1,0.4523809523809524,0.03741496598639456,2.8877551020408165
ACSF3,0.43197278911564624,0.09183673469387756,2.704081632653061
ACSL1,0.3129251700680272,0.13945578231292516,2.3945578231292517
ACSL3,0.2891156462585034,0.18027210884353742,2.2789115646258504
ACSL4,0.5170068027210885,0.06462585034013606,3.0714285714285716
ACSL5,0.3197278911564626,0.08843537414965986,2.489795918367347
ACSM1,0.47959183673469385,0.023809523809523808,2.8435374149659864
ACSM2B,0.47959183673469385,0.023809523809523808,2.8435374149659864
ACSM5,0.47959183673469385,0.023809523809523808,2.8435374149659864
ACSS1,0.5170068027210885,0.03741496598639456,3.207482993197279
ACSS2,0.5714285714285714,0.003401360544217687,3.435374149659864
ACSS3,0.445578231292517,0.030612244897959183,2.7823129251700682
ACTA1,0.6190476190476191,0.01020408163265306,3.431972789115646
ACTBL2,0.3469387755102041,0.09863945578231292,2.5374149659863945
ACTC1,0.40816326530612246,0.05102040816326531,2.697278911564626
ACTG1,0.46938775510204084,0.04421768707482993,2.8469387755102042
ACTG2,0.4931972789115646,0.0,2.9591836734693877
ACTL6A,0.7959183673469388,0.0,4.9727891156462585
ACTL6B,0.445578231292517,0.06462585034013606,2.812925170068027
ACTL7A,0.4421768707482993,0.023809523809523808,2.795918367346939
ACTN1,0.41836734693877553,0.027210884353741496,2.836734693877551
ACTN2,0.6156462585034014,0.01020408163265306,3.438775510204082
ACTN3,0.4421768707482993,0.02040816326530612,2.7346938775510203
ACTN4,0.5578231292517006,0.01020408163265306,3.4285714285714284
ACTR10,0.41156462585034015,0.027210884353741496,2.836734693877551
ACTR1A,0.3163265306122449,0.09523809523809523,2.4761904761904763
ACTR1B,0.42517006802721086,0.013605442176870748,2.7551020408163267
ACTR2,0.4897959183673469,0.0,2.9659863945578233
ACTR3,0.4217687074829932,0.023809523809523808,2.738095238095238
ACTR3B,0.3945578231292517,0.08843537414965986,2.67687074829932
ACTR3C,0.3945578231292517,0.08843537414965986,2.6700680272108843
ACTR5,0.5612244897959183,0.013605442176870748,3.312925170068027
ACTR6,0.4557823129251701,0.02040816326530612,2.7891156462585034
ACTR8,0.2925170068027211,0.19047619047619047,2.32312925170068
ACVR1,0.41156462585034015,0.030612244897959183,2.693877551020408
ACVR1B,0.47619047619047616,0.013605442176870748,2.860544217687075
ACVR1C,0.40816326530612246,0.030612244897959183,2.6904761904761907
ACVR2A,0.41496598639455784,0.034013605442176874,2.697278911564626
ACVR2B,0.3197278911564626,0.16666666666666666,2.391156462585034
ACVRL1,0.47619047619047616,0.01020408163265306,2.8639455782312924
ACY1,0.29591836734693877,0.19047619047619047,2.326530612244898
ACYP2,0.4965986394557823,0.003401360544217687,2.9659863945578233
ADA,0.5510204081632653,0.013605442176870748,3.272108843537415
ADAM10,0.42857142857142855,0.06802721088435375,2.7346938775510203
ADAM11,0.4523809523809524,0.013605442176870748,2.8299319727891157
ADAM12,0.3333333333333333,0.08163265306122448,2.5238095238095237
ADAM15,0.6564625850340136,0.0,3.554421768707483
ADAM17,0.5204081632653061,0.01020408163265306,2.993197278911565
ADAM19,0.391156462585034,0.0782312925170068,2.619047619047619
ADAM2,0.42857142857142855,0.08163265306122448,2.748299319727891
ADAM21,0.41836734693877553,0.027210884353741496,2.8333333333333335
ADAM22,0.4387755102040816,0.05442176870748299,2.82312925170068
ADAM28,0.336734693877551,0.14965986394557823,2.4591836734693877
ADAM30,0.47278911564625853,0.02040816326530612,2.989795918367347
ADAM8,0.336734693877551,0.08163265306122448,2.5238095238095237
ADAM9,0.4217687074829932,0.08503401360544217,2.7653061224489797
ADAMTS1,0.3945578231292517,0.05442176870748299,2.7006802721088436
ADAMTS12,0.608843537414966,0.006802721088435374,3.7687074829931975
ADAMTS13,0.47959183673469385,0.017006802721088437,2.8503401360544216
ADAMTS18,0.42517006802721086,0.08843537414965986,2.704081632653061
ADAMTS2,0.4013605442176871,0.08503401360544217,2.619047619047619
ADAMTS4,0.6598639455782312,0.003401360544217687,3.5340136054421767
ADAMTS5,0.3945578231292517,0.05442176870748299,2.7006802721088436
ADAMTS7,0.4489795918367347,0.03741496598639456,2.8843537414965987
ADAMTSL1,0.4217687074829932,0.06462585034013606,2.836734693877551
ADAMTSL2,0.47959183673469385,0.017006802721088437,2.8503401360544216
ADAMTSL3,0.4523809523809524,0.034013605442176874,2.901360544217687
ADAMTSL5,0.32653061224489793,0.12244897959183673,2.5170068027210886
ADAP1,0.4387755102040816,0.027210884353741496,2.8435374149659864
ADAP2,0.41496598639455784,0.030612244897959183,2.7789115646258504
ADAR,0.6564625850340136,0.0,3.554421768707483
ADCY1,0.4387755102040816,0.02040816326530612,2.826530612244898
ADCY10,0.6462585034013606,0.003401360544217687,3.5
ADCY2,0.6326530612244898,0.013605442176870748,3.792517006802721
ADCY3,0.5204081632653061,0.003401360544217687,2.993197278911565
ADCY5,0.7006802721088435,0.01020408163265306,3.9693877551020407
ADCY6,0.47278911564625853,0.01020408163265306,2.857142857142857
ADCY7,0.40816326530612246,0.09183673469387756,2.642857142857143
ADCY8,0.5782312925170068,0.003401360544217687,3.316326530612245
ADCY9,0.4897959183673469,0.023809523809523808,2.9183673469387754
ADCYAP1,0.46258503401360546,0.05782312925170068,2.806122448979592
ADD1,0.25510204081632654,0.14625850340136054,2.312925170068027
ADD2,0.4931972789115646,0.0,2.95578231292517
ADD3,0.3197278911564626,0.09863945578231292,2.479591836734694
ADGRA2,0.41496598639455784,0.09183673469387756,2.758503401360544
ADGRB1,0.564625850340136,0.013605442176870748,3.295918367346939
ADGRE5,0.42857142857142855,0.047619047619047616,2.7891156462585034
ADGRF5,0.4523809523809524,0.06802721088435375,2.877551020408163
ADGRG3,0.40816326530612246,0.09863945578231292,2.6462585034013606
ADGRL1,0.42857142857142855,0.04421768707482993,2.8095238095238093
ADGRL2,0.47959183673469385,0.02040816326530612,2.979591836734694
ADGRL3,0.3299319727891156,0.08843537414965986,2.5374149659863945
ADH1A,0.3299319727891156,0.1054421768707483,2.4693877551020407
ADH1B,0.3299319727891156,0.1054421768707483,2.4693877551020407
ADH1C,0.3299319727891156,0.1054421768707483,2.4693877551020407
ADH4,0.3299319727891156,0.1054421768707483,2.4761904761904763
ADH5,0.3299319727891156,0.1054421768707483,2.4761904761904763
ADH7,0.3299319727891156,0.1054421768707483,2.4693877551020407
ADHFE1,0.5340136054421769,0.006802721088435374,3.098639455782313
ADI1,0.5204081632653061,0.01020408163265306,2.9863945578231292
ADIPOQ,0.7925170068027211,0.0,4.761904761904762
ADIPOR1,0.6258503401360545,0.0,3.4285714285714284
ADIPOR2,0.445578231292517,0.061224489795918366,2.836734693877551
ADK,0.3435374149659864,0.061224489795918366,2.557823129251701
ADM,0.30612244897959184,0.12244897959183673,2.3843537414965987
ADNP,0.5578231292517006,0.006802721088435374,3.2823129251700682
ADO,0.35034013605442177,0.05782312925170068,2.5884353741496597
ADORA1,0.6258503401360545,0.0,3.425170068027211
ADORA2A,0.391156462585034,0.047619047619047616,2.663265306122449
ADORA2B,0.32653061224489793,0.14625850340136054,2.435374149659864
ADPGK,0.445578231292517,0.03741496598639456,2.8537414965986394
ADRA1A,0.3401360544217687,0.14285714285714285,2.4693877551020407
ADRA1B,0.3979591836734694,0.07482993197278912,2.629251700680272
ADRA1D,0.5102040816326531,0.061224489795918366,3.1258503401360542
ADRA2A,0.3197278911564626,0.09183673469387756,2.4863945578231292
ADRA2B,0.42517006802721086,0.013605442176870748,2.761904761904762
ADRA2C,0.25510204081632654,0.14965986394557823,2.3095238095238093
ADRB1,0.3231292517006803,0.08503401360544217,2.496598639455782
ADRB2,0.38095238095238093,0.07142857142857142,2.6258503401360542
ADRB3,0.4217687074829932,0.08503401360544217,2.7823129251700682
ADRM1,0.564625850340136,0.003401360544217687,3.2823129251700682
ADSL,0.391156462585034,0.061224489795918366,2.6598639455782314
AEBP2,0.42857142857142855,0.06802721088435375,2.7551020408163267
AFAP1,0.24489795918367346,0.14625850340136054,2.295918367346939
AFDN,0.32653061224489793,0.11904761904761904,2.445578231292517
AFF1,0.3197278911564626,0.09863945578231292,2.4591836734693877
AFF4,0.3707482993197279,0.08163265306122448,2.5952380952380953
AFG3L2,0.445578231292517,0.05102040816326531,2.761904761904762
AFMID,0.46598639455782315,0.034013605442176874,2.860544217687075
AGA,0.3197278911564626,0.1360544217687075,2.401360544217687
AGAP2,0.46938775510204084,0.017006802721088437,2.8503401360544216
AGER,0.4965986394557823,0.05442176870748299,3.010204081632653
AGFG1,0.2857142857142857,0.17346938775510204,2.2755102040816326
AGGF1,0.3469387755102041,0.08163265306122448,2.54421768707483
AGL,0.4387755102040816,0.027210884353741496,2.877551020408163
AGMAT,0.47278911564625853,0.027210884353741496,2.9149659863945576
AGMO,0.4421768707482993,0.027210884353741496,2.8299319727891157
AGO1,0.4931972789115646,0.006802721088435374,2.996598639455782
AGO2,0.5680272108843537,0.01020408163265306,3.2891156462585034
AGO3,0.4931972789115646,0.006802721088435374,2.996598639455782
AGO4,0.4931972789115646,0.006802721088435374,2.996598639455782
AGPAT1,0.4965986394557823,0.05442176870748299,3.010204081632653
AGPAT2,0.47278911564625853,0.017006802721088437,2.8469387755102042
AGPAT3,0.4013605442176871,0.05442176870748299,2.707482993197279
AGPAT4,0.32653061224489793,0.1054421768707483,2.45578231292517
AGPAT5,0.336734693877551,0.15306122448979592,2.4489795918367347
AGPS,0.4217687074829932,0.027210884353741496,2.7687074829931975
AGR2,0.445578231292517,0.030612244897959183,2.82312925170068
AGR3,0.445578231292517,0.030612244897959183,2.82312925170068
AGRN,0.4965986394557823,0.027210884353741496,2.9659863945578233
AGRP,0.42517006802721086,0.0782312925170068,2.7142857142857144
AGT,0.6190476190476191,0.006802721088435374,3.438775510204082
AGTR1,0.7551020408163265,0.003401360544217687,4.418367346938775
AGTR2,0.5204081632653061,0.06462585034013606,3.1122448979591835
AGTRAP,0.45918367346938777,0.034013605442176874,2.8945578231292517
AGXT,0.30952380952380953,0.18027210884353742,2.306122448979592
