gene,avg_crispr_effect
A1BG,0.2233267682548639
A1CF,0.0154094898395802
A2M,-0.0916673202792222
A4GALT,-0.2530417805405973
A4GNT,-0.0013211224772494
AAAS,-0.441976449097095
AACS,-0.2261662121418456
AADAT,-0.1164240383304699
AAK1,-0.2898368517330337
AAMP,-1.2892659162480729
AANAT,-0.0959516639166323
AAR2,-0.0066537755184706
AARS2,-0.1296551004619592
AARSD1,-0.2730793377511028
AASDHPPT,-0.2387730821127723
AASS,-0.0112147636764562
AATF,-0.6490394347213992
ABAT,-0.0214195327598568
ABCA1,-0.2599980023457601
ABCA2,-0.0340103061591976
ABCA7,0.0372473174675481
ABCB1,-0.0183696209426349
ABCB10,-0.2188432666278398
ABCB4,-0.021724755799638
ABCB6,-0.3484429766785634
ABCB7,-0.2956448594513258
ABCC1,-0.2262566567534987
ABCC11,0.2306397118736362
ABCC3,0.0172609123740548
ABCC8,0.1619861414123903
ABCC9,0.1639092339230686
ABCD1,-0.5022124449235573
ABCD2,-0.0174707973315602
ABCD3,-0.0577229432298315
ABCD4,-0.1216102401709253
ABCE1,-1.9664712714567387
ABCF1,-1.434392505212972
ABCG1,-0.0607970298370917
ABCG2,-0.0938874584312392
ABCG4,-0.1642171960139215
ABCG8,0.138975750770834
ABHD12,-0.1192136059475844
ABHD5,-0.2047893423516192
ABHD6,0.1044523414109982
ABI1,0.0021965884748305
ABI2,0.0996692294052996
ABI3,0.2134392999495141
ABL1,0.0885007896826987
ABL2,0.2632816828340575
ABLIM2,0.0679845648544053
ABLIM3,0.0211100397564609
ABR,-0.1698409002128136
ABRA,0.0086606898534586
ABRAXAS1,-0.3158365604776845
ABRAXAS2,0.1931564134156407
ABT1,-0.6397005752996412
ABTB1,0.1975767423258252
ACAA1,-0.2815304464426335
ACAA2,-0.0423836694825925
ACACA,-0.4637722066411973
ACACB,-0.0206761459615293
ACAD10,0.0544406913077711
ACAD8,0.1288192306766098
ACAD9,-0.004622206956062
ACADL,-0.0552871417381561
ACADM,-0.0440234702278114
ACADS,0.0314095034108205
ACADSB,-0.1752194150928064
ACADVL,-0.2486668053949264
ACAN,0.1471018450849472
ACAT1,0.068687356468712
ACAT2,0.2499944127717819
ACBD3,-0.142343273718858
ACBD6,0.0298368041758225
ACE,-0.1197671648729783
ACE2,0.3006462870174654
