gene,avg_crispr_effect
A1BG,-0.022781572413589277
A1CF,-0.03460366064827093
A2M,-0.019471042227756023
A4GALT,-0.04587806170410913
A4GNT,0.08073968509102852
AAAS,-0.26990569547816246
AACS,0.04887616161311744
AADAT,-0.05378704305169477
AAK1,-0.2160115154278089
AAMP,-0.8095678650682385
AANAT,-0.14742938106111697
AAR2,-0.04905149450364188
AARS2,-0.5882905181694031
AARSD1,-0.22157721696452987
AASDHPPT,-0.41636436881205285
AASS,0.0310613094612482
AATF,-0.7326254745864849
ABAT,-0.0403638817422255
ABCA1,-0.039720963733688615
ABCA2,0.02508264890816592
ABCA7,0.03934189750050696
ABCB1,-0.08100151326357355
ABCB10,-0.259527209669836
ABCB4,-0.055564777695924265
ABCB6,0.011200483334220291
ABCB7,-1.0970316327450782
ABCC1,0.030292191322227466
ABCC11,0.044534445861795086
ABCC3,-0.004385527959930293
ABCC8,0.06653040002165048
ABCC9,-0.01195609650106371
ABCD1,-0.10888106339198476
ABCD2,-0.01642075050173576
ABCD3,-0.15829719626447825
ABCD4,-0.13573771712519647
ABCE1,-1.8847638245809324
ABCF1,-0.944751411362213
ABCG1,0.020501743132219034
ABCG2,0.06516252555902875
ABCG4,0.08292627077159401
ABCG8,0.032840117294145654
ABHD12,0.011248117743055707
ABHD5,-0.09739423883632731
ABHD6,0.07827947371393963
ABI1,-0.12727685993344404
ABI2,0.0906701915911441
ABI3,0.07313695668035783
ABL1,0.01809789968188906
ABL2,0.11687547640276293
ABLIM2,0.06019450802916702
ABLIM3,0.05444239168126518
ABR,0.029278154481148153
ABRA,-0.043652849471317645
ABRAXAS1,-0.24569572441463758
ABRAXAS2,0.21031018475146024
ABT1,-0.8518796038899298
ABTB1,0.06244140446647463
ACAA1,0.007447627276064695
ACAA2,-0.07823027929386407
ACACA,-0.39089660361284667
ACACB,-0.12645770226817135
ACAD10,-0.0296651362075227
ACAD8,0.06923087311896116
ACAD9,-0.17985126157540965
ACADL,0.00829747007268258
ACADM,0.0008644017641343038
ACADS,-0.05233271674550248
ACADSB,-0.07695286174175361
ACADVL,-0.027664355924167598
ACAN,0.004037652091988315
ACAT1,0.09522522030763413
ACAT2,0.1643058199128903
ACBD3,-0.013185841894458584
ACBD6,0.03827374942630168
ACE,-0.1265038025673891
ACE2,0.2239632746043067
ACER1,0.020817214606700066
ACER2,0.012910274640838751
ACER3,0.1333195173561275
ACHE,-0.2313618932628663
ACIN1,-0.7738932030223097
ACKR1,0.010834505889526867
ACKR2,0.08028994543646473
ACKR3,0.07199548468206159
ACLY,-0.468584555788439
ACMSD,0.08563875893014519
ACO1,0.03093700559402517
ACO2,-0.49968883290579547
ACOT1,-0.2145329955788113
ACOT11,-0.036059921911984615
ACOT12,-0.2713774243487673
ACOT13,0.054184652049563804
ACOT2,0.09818904581364184
ACOT4,-0.1408589082664449
ACOT7,0.08462522759763487
ACOT8,0.07222023539301432
ACOX1,-0.21544274277492895
ACOX2,-0.06765975704266429
ACOX3,0.005717768347622254
ACP1,0.15947114422996447
ACP2,0.044634758395425474
ACP5,-0.0028469278466826116
ACR,-0.17472446239812758
ACSBG1,0.03075686345964456
ACSF3,0.12462844882872244
ACSL1,0.02515603246609628
ACSL3,-0.4783894231112994
ACSL4,-0.16702043749496956
ACSL5,0.11485241499756073
ACSM1,0.00626742905894667
ACSM2B,0.13020768784762848
ACSM5,-0.026811760865989204
ACSS1,0.06463087289227443
ACSS2,0.12829599889005766
ACSS3,0.002999742549812396
ACTA1,-0.1958986406465319
ACTBL2,0.001003346153398522
ACTC1,-0.024276427842947465
ACTG1,-0.893358605826734
ACTG2,-0.013162270847085636
ACTL6A,-1.4448810450831067
ACTL6B,0.024337920732772595
ACTL7A,-0.16090079738996912
ACTN1,-0.16191649063270616
ACTN2,0.019899829790918488
ACTN3,-0.2145329955788113
ACTN4,0.0934392771069803
ACTR10,-1.2152223949607148
ACTR1A,-0.9492289470160525
ACTR1B,-0.32392860338950935
ACTR2,-1.497707463549643
ACTR3,-0.5308270900962502
ACTR3B,-0.019311067036849743
ACTR3C,-0.12183091879347942
ACTR5,-0.25874325781911234
ACTR6,-0.7779791989228589
ACTR8,-0.5990679496540209
ACVR1,0.05626143910197044
ACVR1B,-0.07422818852448423
ACVR1C,0.09165629008127506
ACVR2A,-0.042279014267825286
ACVR2B,0.02679811856514123
ACVRL1,0.06643713986739312
ACY1,0.07964083903897187
ACYP2,0.03809142738163338
ADA,-0.005077751524276808
ADAM10,0.009127289727620048
ADAM11,-0.29304845998342527
ADAM12,-0.02133874228641271
ADAM15,-0.043087226375349647
ADAM17,0.069138159655291
ADAM19,0.10871307921330448
ADAM2,0.026185294519848787
ADAM21,-0.017735428857296183
ADAM22,-0.011668780163717658
ADAM28,0.10968224401244629
ADAM30,-0.08419483811491592
ADAM8,0.19180966966205443
ADAM9,0.004765959470911915
ADAMTS1,-0.12452210054081712
ADAMTS12,0.1885936259330051
ADAMTS13,-0.09816051030067739
ADAMTS18,0.08015565759879488
ADAMTS2,-0.012702037714939439
ADAMTS4,-0.13709028836852005
ADAMTS5,0.08018680747682157
ADAMTS7,-0.2145329955788113
ADAMTSL1,0.06149865951033835
ADAMTSL2,0.029434103437958374
ADAMTSL3,0.07897879170443793
ADAMTSL5,-0.16139795905173548
ADAP1,0.015248586565837422
ADAP2,-0.15875274654018082
ADAR,-0.5338304311374459
ADCY1,0.010299988715066445
ADCY10,0.01107917542225521
ADCY2,0.11925055632200746
ADCY3,-0.07848701345909935
ADCY5,0.07745739090810648
ADCY6,0.014097819387913125
ADCY7,0.16011495122185454
ADCY8,0.0031350365165425265
ADCY9,0.14942864434100853
ADCYAP1,0.2092872635608248
ADD1,0.02863437109981106
ADD2,-0.07230132927143257
ADD3,0.07515775030652914
