gene,avg_crispr_effect
A1BG,0.014185299169964319
A1CF,-0.07067491003986508
A2M,-0.01817516717105308
A4GALT,-0.07601616378895441
A4GNT,0.10111964664143534
AAAS,-0.3191543416632729
AACS,-0.03425452406567831
AADAT,0.019867196310508838
AAK1,-0.18902847913776563
AAMP,-0.9900377027926867
AANAT,-0.13339761660824637
AAR2,-0.005706667646448187
AARS2,-0.5407575830733462
AARSD1,-0.20287902228672683
AASDHPPT,-0.38246810767461
AASS,0.07852135383204252
AATF,-0.7344596355218808
ABAT,-0.009003367507716433
ABCA1,-0.004122987305187257
ABCA2,-0.010493947646920288
ABCA7,0.06742466942265844
ABCB1,-0.046681897629865646
ABCB10,-0.23701107778905892
ABCB4,0.005050051762780223
ABCB6,-0.005042867016591002
ABCB7,-0.9552633147770963
ABCC1,0.055500032076230554
ABCC11,0.052292207593136755
ABCC3,-0.06343716633553055
ABCC8,0.028157435541180578
ABCC9,-0.053644727824618474
ABCD1,-0.12776098740873384
ABCD2,0.02458263246225346
ABCD3,-0.14050771205670448
ABCD4,-0.1060268190063905
ABCE1,-1.9176335923985468
ABCF1,-1.1646973736996895
ABCG1,-0.01933668247030021
ABCG2,0.08993238077556709
ABCG4,-0.04601474872520259
ABCG8,-0.006482619617818712
ABHD12,-0.04915849070741316
ABHD5,-0.0947018325953698
ABHD6,0.05750956680167554
ABI1,-0.1151190286572632
ABI2,0.08638073253392024
ABI3,0.10846011679863285
ABL1,-0.02425549117874821
ABL2,0.10637598341032158
ABLIM2,0.026420213237315786
ABLIM3,0.008488420342209618
ABR,0.05417758251551188
ABRA,-0.018667416561730845
ABRAXAS1,-0.26865252264813
ABRAXAS2,0.1250691767602397
ABT1,-0.8623784725485706
ABTB1,0.08067887551982982
ACAA1,0.02213197078010133
ACAA2,-0.0958888822426335
ACACA,-0.5517228634337232
ACACB,-0.15086667288268374
ACAD10,-0.0846001329305196
ACAD8,0.07834277885552417
ACAD9,-0.28920863777890155
ACADL,-0.0017415311107821876
ACADM,-0.0156800210911525
ACADS,-0.12242398406812002
ACADSB,-0.09312334268984812
ACADVL,-0.04789221757255225
ACAN,-0.015129091064341444
ACAT1,0.03597007694152599
ACAT2,0.07317081102376749
ACBD3,-0.01941647713040209
ACBD6,0.0429016628322033
ACE,-0.06897958487532642
ACE2,0.20124463783396504
ACER1,0.01599421339618075
ACER2,0.01842106458185274
ACER3,0.08777136525781234
ACHE,-0.21473251546667282
ACIN1,-0.8303164682463116
ACKR1,-0.08988931924275718
ACKR2,0.08523550725971958
ACKR3,0.05631932817543832
ACLY,-0.7030218075915988
ACMSD,0.11454099111255733
ACO1,0.09295088760664105
ACO2,-0.8918286025567024
ACOT1,0.3210152131021675
ACOT11,0.04166950679284346
ACOT12,-0.23084400079348266
ACOT13,-0.009939213225228238
ACOT2,0.06902911781133272
ACOT4,-0.06984745058065749
ACOT7,0.02770855565953661
ACOT8,0.06712045312699431
ACOX1,-0.2001348428547428
ACOX2,-0.024067568481854363
ACOX3,0.036585308262117096
ACP1,0.16421401732310625
ACP2,0.09054988871010472
ACP5,0.03361730204844223
ACR,-0.15804958284366932
ACSBG1,0.04857347182582125
ACSF3,0.08086551658574456
ACSL1,-0.012200091679697607
ACSL3,-0.32025003931491103
ACSL4,-0.03760293919668846
ACSL5,0.08965440365448547
ACSM1,0.03420847083618118
ACSM2B,0.16461328874508166
ACSM5,0.015555670901698678
ACSS1,0.06881005712128882
ACSS2,0.27290928091787975
ACSS3,0.059670410925592186
ACTA1,-0.12675130010477853
ACTBL2,0.022638101873565387
ACTC1,-0.03785024849909931
ACTG1,-0.8469042734698656
ACTG2,0.026629545946748878
ACTL6A,-1.614606676870045
ACTL6B,-0.03170990141235727
ACTL7A,-0.19283564231606865
ACTN1,-0.09302622762813398
ACTN2,0.0047859806155519605
ACTN3,-0.29267343946916297
ACTN4,-0.02352213711375293
ACTR10,-1.058860136888047
ACTR1A,-0.5815042448347222
ACTR1B,-0.2528893851376012
ACTR2,-1.3652446609216935
ACTR3,-0.2927475228891978
ACTR3B,-0.01017283090900357
ACTR3C,-0.14291034254553953
ACTR5,-0.34867065573068934
ACTR6,-0.7323187462328636
ACTR8,-0.6830556282893072
ACVR1,-0.0015981476914491784
ACVR1B,-0.0887673466936935
ACVR1C,0.15906528945843645
ACVR2A,-0.08313650917393542
ACVR2B,0.13872857463443203
ACVRL1,0.02554959863195048
ACY1,0.03933536335410058
ACYP2,0.039376589237199035
ADA,-0.02045564051408047
ADAM10,-0.0599770585872896
ADAM11,-0.18243063639253418
ADAM12,-0.015633878176282735
ADAM15,-0.07433671715664524
ADAM17,0.05941974212163053
ADAM19,0.13675165736976072
ADAM2,0.019685423244422497
ADAM21,-0.014166557946674312
ADAM22,0.036110909396577635
ADAM28,0.15119066094800615
ADAM30,-0.12819212108205089
ADAM8,0.18098169871249753
ADAM9,0.0725842042940718
ADAMTS1,-0.013443358813111615
ADAMTS12,0.12909898434311382
ADAMTS13,-0.014348186285145914
ADAMTS18,0.09336250439980169
ADAMTS2,0.015411941060092893
ADAMTS4,-0.11669430274818506
ADAMTS5,0.04903304427000466
ADAMTS7,0.13322016244192167
ADAMTSL1,0.033868702486542834
ADAMTSL2,0.0030629708135211987
ADAMTSL3,0.10798912191658455
