gene,avg_crispr_effect
A1BG,0.019240869367850667
A1CF,-0.03697324396398002
A2M,0.017278224438219636
A4GALT,-0.029992291671720857
A4GNT,0.043032831708382
AAAS,-0.30226681420392304
AACS,0.052128902849263754
AADAT,-0.008921998508137524
AAK1,-0.1634983510763057
AAMP,-0.8027292393801206
AANAT,-0.11401788716390977
AAR2,-0.07723645324768404
AARS2,-0.6376094377995616
AARSD1,-0.20195746125832004
AASDHPPT,-0.4128679339150439
AASS,0.026820530058264
AATF,-0.7076347360918395
ABAT,-0.03439191866790449
ABCA1,-0.0068426120859665426
ABCA2,0.02456238983566085
ABCA7,0.09373170349914975
ABCB1,-0.11898355054441175
ABCB10,-0.2128764399965595
ABCB4,-0.06859627776378138
ABCB6,0.05712627959652022
ABCB7,-1.1437507458587695
ABCC1,-0.010867593957075523
ABCC11,0.007070627252523248
ABCC3,-0.022622038211399607
ABCC8,0.04953765056420579
ABCC9,-0.009614627272850217
ABCD1,-0.10605690563710116
ABCD2,-0.030821863977423678
ABCD3,-0.16595422188687747
ABCD4,-0.15384155868047433
ABCE1,-1.8523434902204816
ABCF1,-1.0066363513051215
ABCG1,-0.016868182114495575
ABCG2,0.07847572840864486
ABCG4,0.08233004616123754
ABCG8,0.04813614944535814
ABHD12,0.028219127210590816
ABHD5,-0.02377023313821827
ABHD6,0.08819587681373262
ABI1,-0.09179145519764997
ABI2,0.1332175308342967
ABI3,0.019542236337638685
ABL1,-0.020689485878752065
ABL2,0.1003523894006304
ABLIM2,0.00755166199556614
ABLIM3,0.05964996871285243
ABR,-0.02618527074026437
ABRA,-0.05795531142025191
ABRAXAS1,-0.3309049503838237
ABRAXAS2,0.11937355281852755
ABT1,-0.7939920053653241
ABTB1,0.07976929787319899
ACAA1,0.07424496884496776
ACAA2,-0.08884613958753425
ACACA,-0.36192288126532407
ACACB,-0.08084213267948298
ACAD10,-0.04888651473485312
ACAD8,0.11878737783067396
ACAD9,-0.2508709137998339
ACADL,-0.01338157278274072
ACADM,0.02218070254529149
ACADS,-0.025422963141041
ACADSB,-0.06581895915728936
ACADVL,-0.01473179280852198
ACAN,0.024685165281599877
ACAT1,0.07247262547711143
ACAT2,0.15183228364622783
ACBD3,-0.004495907137581916
ACBD6,0.03769969637586364
ACE,-0.12422211442389831
ACE2,0.21646280667940448
ACER1,-0.013438924021719882
ACER2,0.026459767524516873
ACER3,0.10560656107573596
ACHE,-0.2085610823338647
