gene,avg_crispr_effect
A1BG,0.018123558348817428
A1CF,-0.045721428125637356
A2M,-0.005473559018395443
A4GALT,-0.0696283792677246
A4GNT,0.06956064752847736
AAAS,-0.2650581095896185
AACS,0.06182982107572841
AADAT,-0.02032005795997319
AAK1,-0.17565371594585785
AAMP,-0.8311660780899081
AANAT,-0.11535788940509646
AAR2,-0.04559705692446495
AARS2,-0.6761043862876966
AARSD1,-0.2156537662354058
AASDHPPT,-0.33286813175784097
AASS,-0.006974560681316417
AATF,-0.7811206554688239
ABAT,-0.06610437145499949
ABCA1,0.03250735629055883
ABCA2,0.027936038747798434
ABCA7,0.06362186313968143
ABCB1,-0.10477842847383304
ABCB10,-0.15931266817937004
ABCB4,-0.08636671999421723
ABCB6,0.06319983067714523
ABCB7,-1.3099581414662942
ABCC1,0.013495857562154287
ABCC11,0.01929058024530183
ABCC3,-0.03386576246494886
ABCC8,0.055383840645737724
ABCC9,-0.03578553511755379
ABCD1,-0.20298721684119814
ABCD2,-0.05794145454461335
ABCD3,-0.12608569554370436
ABCD4,-0.07644330516646362
ABCE1,-1.911335333528354
ABCF1,-1.0015411825798346
ABCG1,-0.05675384111892368
ABCG2,0.12472581265107849
ABCG4,0.053513594948650746
ABCG8,0.05439075497699634
ABHD12,0.0036849214995008967
ABHD5,-0.06829759271784548
ABHD6,0.08400278009538822
ABI1,-0.06874596981404035
ABI2,0.09837928895124053
ABI3,0.07104925934284155
ABL1,-0.039616743766281874
ABL2,0.07987371827814811
ABLIM2,0.0680077459082172
ABLIM3,0.03999438166842328
ABR,-0.012602464076984924
ABRA,-0.039965392571011685
ABRAXAS1,-0.38025507954979704
ABRAXAS2,0.15626585086140077
ABT1,-0.9231780775806774
ABTB1,0.022089504935225514
ACAA1,0.09211107792303175
ACAA2,-0.1297430272319255
ACACA,-0.17252252874687565
ACACB,-0.06259854720782775
ACAD10,-0.051051122858435105
ACAD8,0.09273746507991296
ACAD9,-0.2913628525094574
ACADL,-0.011309892870105389
ACADM,-0.016271070558185132
ACADS,-0.07524092162293007
ACADSB,-0.12399738558461773
ACADVL,-0.01092831820705384
ACAN,-0.050224288882371085
ACAT1,0.06436707699361933
ACAT2,0.14184354443694794
ACBD3,0.02903823161314342
ACBD6,0.06025467882472824
ACE,-0.04949583721495034
ACE2,0.2365155481997594
ACER1,-0.02073502202346366
ACER2,0.0331955879728378
ACER3,0.14656547107134313
ACHE,-0.2800211815508328
ACIN1,-0.871653161145656
ACKR1,-0.0504948389287951
ACKR2,0.022730820641945558
ACKR3,0.06630440801526602
ACLY,-0.284154830328124
ACMSD,0.045491608732297885
ACO1,0.05442427626999408
ACO2,-0.7295978310652896
ACOT1,-0.21268904139529943
ACOT11,-0.04907919491409784
ACOT12,-0.21092002459873765
ACOT13,0.024931475862955268
ACOT2,0.12006895174357513
ACOT4,-0.1430892513848439
ACOT7,0.09343642555862428
ACOT8,0.05171051710678824
ACOX1,-0.18803563676895838
ACOX2,-0.09560138390516312
ACOX3,0.02588119206300043
ACP1,0.16548719208652227
ACP2,0.07131689942674256
ACP5,-0.016981034505438638
ACR,-0.22399285964539958
ACSBG1,0.02829912270900492
ACSF3,0.03187052775243819
ACSL1,0.02196484401118306
ACSL3,-0.27963324210639084
ACSL4,-0.033802854644227616
ACSL5,0.06551609652699945
ACSM1,0.02940853384790073
ACSM2B,0.15869621223464422
ACSM5,0.0563648425201594
ACSS1,0.07150541402839872
ACSS2,0.12464956926122191
ACSS3,0.0037264603894001215
ACTA1,-0.11856301826124319
ACTBL2,0.022168089748752975
ACTC1,-0.0012056700890777073
ACTG1,-0.9367923295992286
ACTG2,0.024720396336754723
ACTL6A,-1.4608240259635532
ACTL6B,0.01056852753782662
ACTL7A,-0.10998022862119775
ACTN1,-0.10255065757130481
ACTN2,0.03700306110406321
ACTN3,-0.21268904139529943
ACTN4,0.08851166091576775
ACTR10,-1.3605908790067704
ACTR1A,-0.7224561934266812
ACTR1B,-0.4202978774467375
ACTR2,-1.0904637188667479
ACTR3,-0.4090487548538306
ACTR3B,0.02234413130057097
ACTR3C,-0.09601119340613405
ACTR5,-0.18882748202691663
ACTR6,-0.6030833862657271
ACTR8,-0.5333846392090081
ACVR1,0.07902747596603985
ACVR1B,-0.1285163919588956
ACVR1C,0.07295414987979677
ACVR2A,-0.007613729531212536
ACVR2B,0.013550975190476893
ACVRL1,2.6335642604987286e-05
ACY1,0.04606198170337692
ACYP2,0.06065985518200482
ADA,0.008529437625795404
ADAM10,-0.037535146350442174
ADAM11,-0.3273974271328076
ADAM12,0.013475061471282596
ADAM15,-0.11070199257325515
ADAM17,0.07997458555287394
ADAM19,0.15038505967473453
ADAM2,0.02207985267487358
ADAM21,-0.010523936061927624
ADAM22,-0.09403286650825335
ADAM28,0.1008920803352804
ADAM30,-0.13917540784544086
ADAM8,0.17956491637516808
ADAM9,-0.024166053255281546
ADAMTS1,-0.06401984091129467
ADAMTS12,0.1512376079394761
ADAMTS13,-0.032093381196153736
ADAMTS18,0.08701158572585166
ADAMTS2,-0.026811767981787006
ADAMTS4,-0.19036548801122227
ADAMTS5,0.12392913600037074
ADAMTS7,-0.21268904139529943
ADAMTSL1,0.08788189752868025
ADAMTSL2,0.05849764000412117
ADAMTSL3,0.034687029014605575
ADAMTSL5,-0.2566903394502179
ADAP1,-0.009296841421679603
ADAP2,-0.24297767389189012
ADAR,-0.5636317381969392
ADCY1,-0.004518657044272951
ADCY10,-0.0826963709681124
ADCY2,0.10996984741470336
ADCY3,-0.19754367349147187
ADCY5,0.10199934958337205
ADCY6,-0.015857566366015572
ADCY7,0.1425917526862493
ADCY8,-0.009190556950809886
ADCY9,0.09123045091741815
ADCYAP1,0.21190427756921704
ADD1,-0.01029649215818471
ADD2,-0.06980610956582886
ADD3,0.0499170827919762
ADGRA2,0.0030387671038387696
ADGRB1,0.04401172604415099
ADGRE5,0.08241247773339443
ADGRF5,-0.16338687134320076
ADGRG3,-0.13700154788795788
ADGRL1,-0.030116462924041524
ADGRL2,-0.024063961610247705
ADGRL3,-0.11863610271794602
ADH1A,0.025760713887267667
ADH1B,0.037706186434741315
ADH1C,-0.21268904139529943
ADH4,0.05465968595069326
ADH5,-0.1880716714803181
ADH7,0.024122127187059104
ADHFE1,-0.06004282563227598
ADI1,0.023972674586889224
ADIPOQ,0.049639529022724616
ADIPOR1,0.033143604693812986
ADIPOR2,0.07396384901853173
ADK,-0.01491678487867914
ADM,0.04908372743144567
ADNP,-0.21397758260999541
ADO,-0.0675501225931291
ADORA1,-0.003442950242641824
ADORA2A,-0.11997107081862103
ADORA2B,-0.0014510748888392666
ADPGK,-0.03575521179031628
ADRA1A,0.1278097739426584
ADRA1B,0.02602113334589315
ADRA1D,-0.01989286377079297
ADRA2A,0.03223012581457924
ADRA2B,-0.06701421250858978
ADRA2C,0.04850008897907339
ADRB1,0.12743695978293387
ADRB2,-0.007716119038393738
ADRB3,0.05798986948618821
ADRM1,-0.4412434446553008
ADSL,-0.8161316287059437
AEBP2,-0.0045095491280107425
AFAP1,0.1519113866595752
AFDN,0.01906340104532846
AFF1,0.08629014109007281
AFF4,-0.05171827975555824
AFG3L2,-1.369682626767158
AFMID,-0.033420565464711255
AGA,0.11548949764001762
AGAP2,-0.2946150354774876
AGER,0.14741931309644013
AGFG1,0.055862504343036135
AGGF1,0.10689574680180809
AGL,-0.0696198315966302
AGMAT,-0.07093896991217012
AGMO,0.04191268510126735
AGO1,-0.18292986558511087
AGO2,-0.01787973620801424
AGO3,-0.08693653181175567
AGO4,-0.03350721131721298
AGPAT1,0.009347292389663905
AGPAT2,-0.027913102696755406
AGPAT3,-0.013367309340474599
AGPAT4,0.04329575980587119
AGPAT5,0.0909718508137846
AGPS,-0.02946786601001799
AGR2,0.00584188005635045
AGR3,0.05931564040075126
AGRN,-0.14177571451114382
AGRP,-0.014216635251632245
AGT,0.02376076410749079
AGTR1,-0.08321749571681204
AGTR2,0.03879313368291292
AGTRAP,0.09863412485650716
AGXT,0.0601654233579801
AGXT2,0.0325489346868101
AHCTF1,-1.288776310656782
AHCY,-0.8241435308423107
AHCYL1,-0.19647699796697668
AHCYL2,-0.011217207552518881
AHI1,-0.0940392570881194
AHNAK,-0.19896828273886305
AHR,-0.012007138683359866
AHRR,-0.10169346154877243
AHSA1,0.003918557085577856
AHSG,0.10204840819037549
AHSP,0.13004849011362923
AICDA,0.043362526278887606
AIF1,-0.14806375543162473
AIFM1,-0.38936490168110416
AIFM2,-0.04852056298234269
AIM2,0.05165653442794841
AIMP1,-0.06983262592172332
AIMP2,-0.1857882855515898
AIP,-0.15608094666103625
AIPL1,-0.10225131282431335
AJAP1,0.04852173158619821
AJUBA,0.04624155841594878
AK2,-0.25089125544193397
AK3,-0.052794157012941226
AK4,-0.4287597214740592
AK5,0.04989958204329763
AK8,-0.0342649309945006
AKAP1,-0.04914178072911316
AKAP10,0.012462133404297594
AKAP12,-0.014948501203872614
AKAP13,0.09230514378758752
AKAP14,0.10636138459514874
AKAP3,-0.052391061238564164
AKAP4,0.060754613772962866
AKAP5,0.02994992038842744
AKAP7,0.0647256861257451
AKAP8,-0.0918501126332786
AKAP8L,-0.17567049699433396
AKAP9,-0.012842974460871228
AKIRIN1,-0.25551690641677827
AKIRIN2,-1.0401782632602061
AKR1A1,-0.005166012157203435
AKR1B1,0.16761081403884864
AKR1C1,-0.21268904139529943
AKR1C2,0.025752330414673594
AKR1C3,0.0324798923624766
AKR1C4,0.14783303326063296
AKR1D1,-0.08827511209442426
AKR7A2,0.02354782604679127
AKR7A3,-0.26293899221704364
AKT1,-0.03205160352418916
AKT1S1,0.06529426593480635
AKT2,-0.027846442284302792
AKT3,0.103130033493655
AKTIP,-0.3047263881389189
ALAD,-0.00787389772184223
ALAS1,-0.06145223403836732
ALB,0.03451564580840484
ALCAM,-0.0441432869408687
ALDH18A1,-0.16928940619888902
ALDH1A1,0.01089813839753816
ALDH1A2,-0.04985891787895878
ALDH1A3,0.12587496304007664
ALDH1B1,-0.07763848611399503
ALDH1L1,-0.010857945117729055
ALDH1L2,-0.02290492232489354
ALDH2,-3.4291360706450606e-06
ALDH3A1,-0.019838823657845447
ALDH3A2,0.0014512092756401214
ALDH3B1,-0.21268904139529943
ALDH4A1,-0.05071436719854748
ALDH5A1,-0.07462849828581396
ALDH6A1,-0.06531713613521169
ALDH9A1,0.004103378057848323
ALDOC,-0.2926717069173438
ALG1,-1.183427188838015
ALG10,-0.20252454081782173
ALG10B,-0.12665464641818963
ALG11,-1.6185294467686728
ALG12,-0.17246683645185865
ALG13,-0.8095307976961884
ALG14,-0.9765886267450593
ALG2,-1.59033881858176
ALG3,-0.08202643253467592
ALG5,-0.3172242377522708
ALG8,-0.29796116757872015
ALG9,-0.11600820191858972
ALK,-0.09708747272651298
ALKBH1,-0.10481550802665293
ALKBH2,0.05661061410489592
ALKBH3,-0.05433135373262908
ALKBH4,-0.13373033999403777
ALKBH5,-0.17552470409316442
ALKBH7,-0.08787410282132038
ALKBH8,0.013015094997113345
ALMS1,-0.10718156841513733
ALOX12,0.13675358398147036
ALOX15,-0.060521595214297515
ALOX15B,0.06618760933052106
ALOX5,-0.08896107434854421
ALOX5AP,0.08835124212432104
ALPG,0.003935846197394033
ALPI,0.06606926402433873
ALPL,-0.00822641240328319
ALPP,0.17659481446608397
ALS2,0.09666326663434052
ALS2CL,-0.07398538140439989
ALYREF,-0.9938875893200843
AMACR,0.03373941923910194
AMBN,-0.08832803140653551
AMBP,0.0249820155758897
AMBRA1,-0.046574839618319604
AMD1,-0.503280515765344
AMDHD1,-0.03712701013630112
AMELX,0.1294791262426422
AMFR,-0.15604512226625353
AMH,0.031693064883276625
AMHR2,-0.04270725276300093
AMN,-0.0015061877654729504
AMOT,0.05907357536322592
AMOTL1,0.03352510957492919
AMPD1,-0.08637880145311015
AMPD3,-0.040592649069999716
AMPH,-0.02539305445614255
AMT,0.059215390707792706
AMTN,0.07398441756746309
AMY1A,-0.21268904139529943
AMY1B,-0.21268904139529943
AMY1C,-0.21268904139529943
ANAPC1,-1.507040306921583
ANAPC10,-1.2189536162170618
ANAPC11,-1.8848036100647596
ANAPC13,-0.4561175509172191
ANAPC15,-0.43061559257518045
ANAPC16,-0.027869796389203113
ANAPC2,-1.6090350424494646
ANAPC4,-1.1681180352775513
ANAPC5,-1.1016214595779414
ANAPC7,-0.11876696546620136
ANG,-0.14961770107331232
ANGPT1,-0.007433662140280485
ANGPT2,0.08670608446432215
ANGPT4,0.22074993441277893
ANGPTL3,0.05245302105712999
ANGPTL4,-0.006393437803950582
ANK1,-0.006573246935665494
ANK2,0.09177071012542239
ANK3,-0.10501238384357868
ANKFY1,-0.02587131728738241
ANKLE2,-2.649273517327639
ANKMY2,-0.1426890972705566
ANKRA2,-0.15777825621864158
ANKRD1,-0.016244485656577372
ANKRD2,0.04117319825447026
ANKRD27,0.00689959569857511
ANKRD28,0.05590602666098832
ANKRD49,-0.2931108905321761
ANKS4B,0.06798050984941922
ANKS6,-0.3675939542341618
ANLN,-0.60781442576454
ANO1,-0.0869195972393175
ANO10,0.07925899562652106
ANO6,-0.022977888607960986
ANO8,-0.040636044356157065
ANOS1,0.1683331486016059
ANP32A,-0.09557055324869322
ANP32B,-0.026095328297654177
ANP32E,-0.29708078253283554
ANPEP,0.006235676207686361
ANTXR1,0.013987704240241783
ANTXR2,0.081429959018167
ANXA1,0.07629490858247472
ANXA11,-0.047510067481340366
ANXA2,0.022845746973749057
ANXA5,0.11713590589684955
ANXA6,-0.00658455291605241
ANXA7,-0.08664465141390364
AOC1,-0.07108319845411873
AOC2,-0.21696163389949974
AOC3,-0.20928499093642386
AOPEP,0.0164561559390121
AOX1,0.04497946177681198
AP1AR,0.07909266560041468
AP1B1,-0.1494652895667162
AP1G1,-0.10267629094914078
AP1G2,-0.26363979053287756
AP1M1,-0.038599978960099465
AP1M2,-0.07927880699377514
AP1S1,-0.10948455768737424
AP1S2,-0.01100879840077536
AP1S3,-0.06744493456384976
AP2A1,0.03357572705365121
AP2A2,0.11504480424485865
AP2B1,-0.13536101237273931
AP2M1,-0.4896135928300948
AP2S1,-0.5194843538895381
AP3B1,-0.16790646960516573
AP3B2,0.007318403280083868
AP3M1,-0.18945115568535062
AP3M2,-0.13966817245966798
AP3S1,-0.20440655886152287
AP3S2,-0.04426854852714786
AP4B1,-0.0626589886334772
AP4E1,-0.07774409953869434
AP4M1,0.029274504405183862
AP4S1,-0.0845949109099521
AP5M1,0.020414293011071234
APAF1,0.04973149153836648
APBA1,-0.07710584896339734
APBB1,-0.03878400204973263
APBB1IP,0.06459298003039338
APBB2,0.10116190768869722
APC,-0.41143466357825653
APC2,-0.11414727802360977
APCS,-0.12614162688049074
APEH,-0.19441388520951555
APEX1,-0.07290987096249898
APEX2,-0.09670577069423902
APH1A,-0.22197442746877355
APH1B,-0.003415517183918477
API5,-0.28375906929273903
APIP,-0.07634384296129773
APLF,0.08519151997368204
APLNR,-0.023289581449477712
APLP1,-0.1631954199475487
APLP2,0.14205504654023945
APOA1,0.059155835541834366
APOA2,-0.0333330161502627
APOA4,0.10041517289252018
APOA5,0.013908849277099056
APOB,0.027629959772196677
APOBEC1,-0.09856283334321016
APOBEC3A,-0.046146620184998745
APOBEC3F,-0.21268904139529943
APOBEC3G,0.05589407527224296
APOC1,-0.24754365214751425
APOC2,-0.09591697137033241
APOC3,0.05100285643050912
APOC4,-0.018507815492596974
APOE,-0.023850310757254776
APOF,-0.048328816834525494
APOH,-0.01956161926454002
APOL1,0.009085867964086091
APOM,-0.11045524174404615
APOO,0.10401333605856578
APOOL,-0.09979547159314221
APP,0.05655469955740857
APPBP2,-0.000898731226344072
APPL1,-0.012479931383217862
APRT,-0.14576918417774357
APTX,0.09117747646935118
AQP1,0.07575071029732773
AQP10,-0.2684477839584638
AQP11,0.05919410934024226
AQP2,-0.11164865619035576
AQP3,0.12732604036580292
AQP4,0.10678606404430088
AQP5,-0.07465012812000162
AQP8,0.10226952800361581
AQR,-1.2365644891855236
AR,0.09142265471852895
ARAP1,-0.09097262547910019
ARAP2,0.08742621443750458
ARAP3,0.040078429408589925
ARCN1,-1.4066565544643257
AREL1,-0.06845554963887587
ARF3,-0.2370655548337394
ARF4,-0.5022015607965479
ARF5,-0.0025147717875070763
ARF6,-0.26382594887934285
ARFGAP1,0.031231807124621026
ARFGAP2,-0.019039775693731182
ARFGAP3,0.08117947528995319
ARFGEF1,-0.08113918141115965
ARFGEF2,-0.036436250032175974
ARFIP1,0.04932617610917712
ARFIP2,0.05584265008269224
ARFRP1,-0.8173561375853922
ARG1,0.1489870474779817
ARG2,0.015161493927010966
ARGLU1,-0.6661050664007062
ARHGAP1,-0.0938886458046739
ARHGAP10,0.11251715343948945
ARHGAP11A,-0.33105499227746765
ARHGAP12,0.026927415349216294
ARHGAP15,-0.027758929511170056
ARHGAP17,0.031786896855633476
ARHGAP19,-0.07300599206894222
ARHGAP21,-0.1615258885940092
ARHGAP22,0.02908676286685728
ARHGAP24,0.0027823698504310934
ARHGAP25,0.026936847736342775
ARHGAP28,0.07625759245513383
ARHGAP29,-0.3347052386419061
ARHGAP30,-0.20457859682663676
ARHGAP31,-0.0443284102258729
ARHGAP32,0.05661705915954474
ARHGAP36,0.09666596242022331
ARHGAP39,-0.01075987307607176
ARHGAP4,0.12181842370155407
ARHGAP44,0.10317551148240658
ARHGAP45,-0.017454843773999407
ARHGAP5,-0.17762198759679912
ARHGAP6,0.08338090623538076
ARHGAP8,-0.045764472505365424
ARHGAP9,-0.27040728948771275
ARHGDIA,-0.07141232817743771
ARHGDIB,0.09687477858934626
ARHGDIG,-0.03791231007261296
ARHGEF1,-0.016639837507034405
ARHGEF10,0.08181183601861754
ARHGEF10L,0.021751663810622632
ARHGEF11,-0.2473936551558451
ARHGEF12,0.10216937612308744
ARHGEF15,0.002059196719535944
ARHGEF16,-0.05674535443744581
ARHGEF17,-0.05339263396149473
ARHGEF18,0.09609271490004456
ARHGEF2,-0.13030123109726388
ARHGEF25,-0.11403345454719542
ARHGEF28,-0.13436717474995702
ARHGEF3,-0.00018389346957241936
ARHGEF4,0.03314785172175831
ARHGEF40,-0.07168238479972487
ARHGEF5,-0.33188776562361466
ARHGEF6,0.2296817288723165
ARHGEF7,-0.33693719802105576
ARHGEF9,-0.0056177249443578724
ARID1A,-0.1796832620924318
ARID1B,-0.03759469811044592
ARID2,-0.4190157610220675
ARID3A,-0.16763595783548388
ARID4A,-0.06324725743337208
ARID5B,-0.11278403986305434
ARIH1,-1.6580753832739492
ARIH2,-0.041979305223214844
ARL1,-0.111430680459862
ARL13B,-0.03472049467936093
ARL2,-1.827690641268442
ARL2BP,-0.23355873880143155
ARL3,-0.01198131326136355
ARL4D,-0.3283787492844438
ARL6,0.10488360640670688
ARL6IP5,-0.04633848373410281
ARL8A,-0.06877538188327256
ARL8B,-0.20925282746481003
ARNT,-0.08787791871371156
ARNT2,0.020068976221664977
ARPC1A,-0.07667978625259074
ARPC1B,0.019601682554953457
ARPC2,-0.4113651263098932
ARPC3,-0.5881071562200805
ARPC4,-0.49537914223374535
ARPC5,-0.15049673872647848
ARPC5L,-0.0786755272728111
ARPP19,-0.30102826922586645
ARR3,0.030631675560498613
ARRB1,-0.13557818476034103
ARRB2,0.0067888046137317415
ARRDC3,0.1426370311594089
ARSA,-0.18860241370763023
ARSB,-0.16855854687620045
ARSG,0.16165803776533935
ARSI,-0.047087890447220344
ARSK,-0.0887481691698451
ART3,-0.13124646014179248
ASAH1,0.06981457637571514
ASAP1,0.16487107432994128
ASAP2,0.11525461520633533
ASAP3,-0.025386200334567923
ASB6,-0.2868061720024035
ASB8,-0.13129391333723175
ASCC1,-0.06527260921638706
ASCC3,-0.41679561917970703
ASCL1,-0.13787476496246504
ASCL2,0.016145934868488192
ASCL3,0.08272381343181166
ASF1A,-0.16394512156913513
ASF1B,-0.3493324800787856
ASGR1,0.06722520410793013
ASGR2,0.06466693700268168
ASH1L,-0.09216003169180291
ASH2L,-0.4044327705156657
ASIC1,-0.2588720670097205
ASIC2,-0.024773326360874443
ASIC3,0.07598671716627306
ASL,-0.1188254398966349
ASNS,-0.5579811519943811
ASPA,0.11905897688715981
ASPH,0.17035608165657637
ASPHD1,-0.07730047585147261
ASPM,-0.27364860331908253
ASRGL1,-0.06818852951403605
ASS1,-0.27987792802222505
ASXL1,0.016721838083790644
ASXL2,-0.21268904139529943
ASZ1,-0.09316588390761761
ATAD2,-0.1272134001245428
ATAD3A,0.07494402143567269
ATAD5,-0.18928184324792624
ATF1,-0.1712283597613439
